ont_id,cola_tamano_total_bytes
0,9999972.0
1,9999952.0
2,9998098.0
3,9999492.0
4,9997898.0
5,9991630.0
6,9997578.0
7,9978546.0
8,9990646.0
9,9995472.0
10,9990936.0
11,9988788.0
12,9988182.0
13,9976764.0
14,9974642.0
15,9889324.0
media,9984870.0
