ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.000959143836776137,0.0009591299649804246,0.0009591577085718493
0,1,0.0015455683623980048,0.0015455137459873295,0.0015456229788086801
0,2,2.2374117071162147,2.237373488091217,2.2374499261412124
1,0,0.0009591311994678618,0.0009591173275917446,0.000959145071343979
1,1,0.0016248655569822974,0.0016248421550788652,0.0016248889588857296
1,2,2.185660083085076,2.185542573674534,2.185777592495618
2,0,0.0009591398738403884,0.0009591260023680269,0.0009591537453127499
2,1,0.0015403025833044708,0.0015402701202136895,0.001540335046395252
2,2,2.1277102926143288,2.1276353158271104,2.127785269401547
3,0,0.0009591054690650633,0.0009590915973396947,0.0009591193407904319
3,1,0.0013379591876630467,0.001337937120975188,0.0013379812543509054
3,2,2.18327583635124,2.183221498065021,2.183330174637459
4,0,0.0009591009886943132,0.0009590871168925346,0.0009591148604960919
4,1,0.0011961513596748612,0.0011961366113219872,0.0011961661080277352
4,2,2.0967970821911535,2.096751640810184,2.096842523572123
5,0,0.0009591079342195717,0.0009590940627343468,0.0009591218057047966
5,1,0.0011635575161968016,0.001163538734925852,0.0011635762974677513
5,2,2.072351456270206,2.0723184340026815,2.0723844785377303
6,0,0.0009591048361689618,0.0009590909647366723,0.0009591187076012513
6,1,0.0011176411232269175,0.0011176215527063415,0.0011176606937474936
6,2,2.0762849663044634,2.0762460160592773,2.0763239165496494
7,0,0.0009590874889614706,0.0009590736172989115,0.0009591013606240296
7,1,0.0011153882810296233,0.0011153740743390182,0.0011154024877202285
7,2,1.9664696046265708,1.9664382218010161,1.9665009874521255
8,0,0.0009591143035916703,0.0009591004328070582,0.0009591281743762825
8,1,0.0020177890593886475,0.0020176939033503894,0.0020178842154269057
8,2,2.1125385690701135,2.1124971465354423,2.1125799916047847
9,0,0.000959115118126602,0.0009591012473417454,0.0009591289889114586
9,1,0.0011959665922809015,0.0011959495253193607,0.0011959836592424424
9,2,2.129613524686803,2.129584382859915,2.129642666513691
10,0,0.0009591245047863038,0.0009591106313480237,0.0009591383782245839
10,1,0.0013905986418508702,0.0013905670283584095,0.001390630255343331
10,2,2.254293685910317,2.254248653824213,2.254338717996421
11,0,0.0009591368366956583,0.0009591229633803037,0.0009591507100110129
11,1,0.001795436989938985,0.001795400850952732,0.001795473128925238
11,2,2.1836889871321445,2.1835983535612087,2.1837796207030804
12,0,0.0009591653420270972,0.0009591514692631391,0.0009591792147910553
12,1,0.0012734465942880336,0.0012734259473717085,0.0012734672412043587
12,2,2.1563191418119296,2.1562664034379053,2.156371880185954
13,0,0.0009591536832193482,0.0009591398103234874,0.000959167556115209
13,1,0.0011932219749161744,0.0011932053844206391,0.0011932385654117098
13,2,2.018295952110005,2.01825644003598,2.0183354641840294
14,0,0.0009591439986990927,0.0009591301259785068,0.0009591578714196786
14,1,0.001200603328430774,0.0012005889320805994,0.0012006177247809488
14,2,2.2181620445611174,2.2181065485181506,2.2182175406040843
15,0,0.0009591420791886459,0.0009591282066581778,0.0009591559517191141
15,1,0.0012931066103325686,0.0012930885861601293,0.0012931246345050079
15,2,2.1696072140282165,2.1695669150330916,2.1696475130233415
