ont_id,cola_tamano_total_bytes
0,4426.0
1,2810.0
2,5028.0
3,5288.0
4,360.0
5,3592.0
6,5628.0
7,5330.0
8,6024.0
9,9362.0
10,5234.0
11,9302.0
12,6800.0
13,5020.0
14,10128.0
15,1654.0
media,5374.125
