ont_id,cola_tamano_total_bytes
0,1302.0
1,1614.0
2,2146.0
3,1260.0
4,1746.0
5,1948.0
6,1884.0
7,2986.0
8,2278.0
9,1570.0
10,1680.0
11,2024.0
12,1520.0
13,404.0
14,3162.0
15,3052.0
media,1911.0
