ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0010068179241639005,0.0010068039284732353,0.0010068319198545657
0,1,0.0010759707713505111,0.00107595246947101,0.0010759890732300122
0,2,1.4747104506884456,1.474674952709799,1.4747459486670922
1,0,0.0010067698725849058,0.0010067558764072647,0.001006783868762547
1,1,0.0010682876391077752,0.001068268430721951,0.0010683068474935994
1,2,1.6728726677198957,1.672836965765568,1.6729083696742235
2,0,0.0010068633141311963,0.001006849318775374,0.0010068773094870187
2,1,0.0010586166925962794,0.0010585998862456512,0.0010586334989469077
2,2,1.5375236092080267,1.5374902854662802,1.5375569329497731
3,0,0.0010067844047432196,0.001006770409298609,0.00100679840018783
3,1,0.001151070871579044,0.001151049371978425,0.0011510923711796632
3,2,1.5551384687942105,1.5551015476641894,1.5551753899242315
4,0,0.0010068104860947067,0.0010067964898260837,0.0010068244823633297
4,1,0.0011050655341045398,0.001105045829501383,0.0011050852387076966
4,2,1.1583125665572622,1.1582783918701816,1.158346741244343
5,0,0.0010068894052819885,0.0010068754102850548,0.0010069034002789222
5,1,0.001070349828283387,0.0010703321562678715,0.0010703675002989024
5,2,1.5541414762616426,1.5541107165784813,1.5541722359448038
6,0,0.0010067817666085351,0.0010067677720134117,0.0010067957612036585
6,1,0.0010712020665216155,0.001071184544236879,0.001071219588806352
6,2,1.530203270218653,1.5301708792317,1.530235661205606
7,0,0.0010068179393072385,0.0010068039446128683,0.0010068319340016086
7,1,0.001065931896219502,0.0010659127925523575,0.0010659509998866465
7,2,1.4370653625126821,1.4370326911872506,1.4370980338381136
8,0,0.001006851558378163,0.0010068375639325192,0.0010068655528238067
8,1,0.0010753384437044602,0.0010753226012029328,0.0010753542862059877
8,2,1.6262783864070147,1.626239365830974,1.6263174069830555
9,0,0.0010068348005303207,0.0010068208064034506,0.0010068487946571908
9,1,0.0010862460984677246,0.0010862240278364586,0.0010862681690989905
9,2,1.029443237895212,1.0294242365793533,1.0294622392110708
10,0,0.0010068208103743662,0.001006806816473307,0.0010068348042754254
10,1,0.001059732722237643,0.0010597141470210303,0.0010597512974542557
10,2,1.317813274953124,1.31777099293167,1.3178555569745778
11,0,0.0010068459578251193,0.0010068319645924473,0.0010068599510577913
11,1,0.0010938007564761762,0.0010937785261903692,0.0010938229867619833
11,2,1.7066514021772203,1.706619133487604,1.7066836708668367
12,0,0.001006855042544811,0.0010068410491745185,0.0010068690359151037
12,1,0.0012837577825776192,0.0012837280412219725,0.001283787523933266
12,2,2.446406525187003,2.4463700168720304,2.4464430335019753
13,0,0.0010068318101294363,0.001006817817157292,0.0010068458031015806
13,1,0.001068883435896739,0.0010688665450146024,0.0010689003267788755
13,2,1.5035234896728678,1.503484850890103,1.5035621284556324
14,0,0.0010068090416007086,0.001006795048283838,0.001006823034917579
14,1,0.0010656495599416264,0.001065629724067689,0.0010656693958155637
14,2,0.9256004406757156,0.9255815056272723,0.9256193757241589
15,0,0.001006807320549558,0.0010067933246846934,0.0010068213164144226
15,1,0.0010717212990119132,0.0010717048229347075,0.0010717377750891189
15,2,1.3942139028142144,1.394182231757952,1.3942455738704769
