ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.09624827044646106,0.09624753251511568,0.09624900837780644
1,0,0.10824169518793697,0.10824086703932176,0.10824252333655218
2,0,0.09368566504447587,0.09368484327049789,0.09368648681845385
3,0,0.09336547512734991,0.09336476673324506,0.09336618352145476
4,0,0.11281858868937668,0.11281766284218331,0.11281951453657005
5,0,0.07896165089351662,0.07896104893886753,0.0789622528481657
6,0,0.10071043034709247,0.10070953688040592,0.10071132381377902
7,0,0.11282155572343708,0.11282064266992235,0.1128224687769518
8,0,0.10132372309225487,0.10132295216147685,0.1013244940230329
9,0,0.1213930537602449,0.12139209459206948,0.12139401292842031
10,0,0.10382728832759588,0.10382644034325214,0.10382813631193963
11,0,0.11331326454164552,0.11331225972138984,0.1133142693619012
12,0,0.10393603976251571,0.10393502830859586,0.10393705121643557
13,0,0.10773690382306836,0.10773613422428105,0.10773767342185567
14,0,0.10979180457799065,0.10979097322892624,0.10979263592705506
15,0,0.08721221298581516,0.08721142536429183,0.0872130006073385
