ont_id Tamano_cola_Mbps
0 237.9830352
1 230.0484416
2 240.5376688
3 232.1769504
4 282.4580576
5 240.0156784
6 237.135008
7 268.0790336
8 232.6497888
9 241.125512
10 255.731632
11 240.9604304
12 249.4979152
13 247.0904064
14 266.6624288
15 241.9176656
Media 246.50435330000002
Total 3944.0696528000003
