ont_id Tamano_cola_Mbps
0 865.9393085866582
1 852.2313785599965
2 737.6143496532655
3 737.6155864532657
4 737.6231195732655
5 737.6231537065988
6 491.74825695987147
7 491.74837962653817
8 491.74932362653817
9 491.74945802653815
10 491.7495086932048
11 491.75750741320485
12 491.7609017598715
13 491.76200682653814
14 491.7619524265382
15 491.7630574932048
Media 599.1373280865687
Total 9586.197249385099
