ont_id Tamano_cola_Mbps
0 783.1766134400001
1 757.6993427199999
2 742.3938555733279
3 738.8529855999309
4 754.6674136532532
5 749.3219189332412
6 504.8946454398662
7 504.8947681065329
8 504.8957121065329
9 504.8958465065329
10 504.8958971731996
11 504.9038958931996
12 504.90729023986626
13 504.9083953065329
14 504.90834090653294
15 504.9094459731996
Media 598.4453979732343
Total 9575.12636757175
