ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0028927179128053243,0.0028927177251048017,0.002892718100505847
1,0,0.002896837629851854,0.0028968374476102824,0.0028968378120934257
2,0,0.06581407982776448,0.06581405409832232,0.06581410555720664
3,0,0.02826834111134706,0.028268328402614566,0.028268353820079552
4,0,0.24968919326917824,0.24968911728368717,0.2496892692546693
5,0,0.13760504187440273,0.13760498015236777,0.13760510359643768
6,0,1.442312506405896,1.44231227495371,1.4423127378580818
7,0,1.4735408966630177,1.473540707823603,1.4735410855024325
8,0,1.4561265539662815,1.4561263639403548,1.4561267439922083
9,0,1.4744213837605396,1.4744211944219927,1.4744215730990864
10,0,1.4749617416193201,1.4749615489757053,1.474961934262935
11,0,1.4582978132736022,1.4582976198169995,1.458298006730205
12,0,1.4742877692881304,1.4742875864080358,1.474287952168225
13,0,1.4325022072409592,1.432501999656535,1.4325024148253835
14,0,1.4680455019353604,1.4680453098818678,1.468045693988853
15,0,1.437412261795385,1.4374120323901614,1.4374124912006088
