ont_id,cola_tamano_total_bytes
0,91259020.0
1,91168806.0
2,92902648.0
3,82154350.0
4,85260328.0
5,84119382.0
6,89562102.0
7,91530402.0
8,91848116.0
9,94073978.0
10,91208688.0
11,86718432.0
12,95001590.0
13,93050756.0
14,91936464.0
15,88704684.0
media,90031234.125
