ont_id Tamano_cola_Mbps
0 33.296384
1 34.967824
2 36.59152
3 37.42352
4 38.129616
5 34.862128
6 34.633184
7 40.33336
8 38.543952
9 34.352832
10 35.48592
11 40.252512
12 38.751168
13 31.274688
14 33.328944
15 40.876288
Media 36.44399
Total 583.10384
