ont_id,cola_tamano_total_bytes
0,3107270.0
1,3402878.0
2,2754400.0
3,2555692.0
4,2752588.0
5,3174998.0
6,3408744.0
7,3531258.0
8,3255214.0
9,2889648.0
10,2562352.0
11,2544630.0
12,2656010.0
13,2903946.0
14,2598432.0
15,3425154.0
media,2970200.875
