ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.48534419546831165,0.4852335508800011,0.4854548400566222
1,0,0.4842915182017405,0.484181179865704,0.48440185653777695
2,0,0.48496360172871633,0.48485303636068244,0.4850741670967502
3,0,0.4825423975702774,0.48243194962609265,0.48265284551446214
4,0,0.48280905012597497,0.48269852473578173,0.4829195755161682
5,0,0.4830299217564356,0.48291932488270783,0.4831405186301634
6,0,0.48292477800351996,0.48281425428741875,0.48303530171962117
7,0,0.48359759134674346,0.4834868362609507,0.48370834643253624
8,0,0.48316567671219945,0.48305499872144403,0.4832763547029549
9,0,0.4824122185842959,0.48230174592113717,0.4825226912474546
10,0,0.4803429093418037,0.4802332983830744,0.480452520300533
11,0,0.4827638968668483,0.4826533963370668,0.4828743973966298
12,0,0.4832692544442079,0.48315861113956876,0.483379897748847
13,0,0.4819879036272963,0.4818777568643167,0.4820980503902759
14,0,0.4856469639825368,0.48553636599973904,0.4857575619653346
15,0,0.48486724151143223,0.4847570697916905,0.484977413231174
