ont_id Tamano_cola_Mbps
0 753.39543296
1 701.0181030399999
2 645.9167743999918
3 645.9254143999918
4 646.0926367999919
5 646.0965887999919
6 645.2979999999919
7 645.3299999999919
8 645.3397119999919
9 645.4778143999919
10 645.5047743999919
11 645.5106143999918
12 387.92410752000364
13 387.9262675200036
14 387.94279552000364
15 387.9471155200036
Media 591.415384479996
Total 9462.646151679935
