ont_id,cola_tamano_total_bytes
0,336396.0
1,278268.0
2,99889596.0
3,99889722.0
4,99885410.0
5,99859612.0
6,99896550.0
7,99904788.0
8,99999958.0
9,99999958.0
10,99999970.0
11,99999972.0
12,99999966.0
13,99999996.0
14,99999916.0
15,99999116.0
media,87496199.625
