ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0019658519257267438,0.0019655050556329776,0.00196619879582051
1,0,0.0016015083978924052,0.0016012759111354625,0.0016017408846493479
2,0,0.001899259564840392,0.001898959082220541,0.0018995600474602432
3,0,0.0018375995970457098,0.001837316539090855,0.0018378826550005647
4,0,0.002115139903240996,0.0021148314906437437,0.0021154483158382486
5,0,0.001781220929139556,0.0017809466452433792,0.0017814952130357326
6,0,0.001306173903060039,0.0013059968297114506,0.0013063509764086273
7,0,0.0016874712337445101,0.001687258458319799,0.0016876840091692212
8,0,0.002003507451889482,0.0020032045940660457,0.002003810309712918
9,0,0.0017219397665732624,0.0017216402089161593,0.0017222393242303654
10,0,0.0019821471675386675,0.0019818029582056775,0.0019824913768716574
11,0,0.0019905113245188458,0.00199024268947347,0.0019907799595642213
12,0,0.001681220448532422,0.0016809455108865088,0.001681495386178335
13,0,0.0013907685972902003,0.0013905613035910865,0.001390975890989314
14,0,0.0017060958944395985,0.0017058011990675522,0.0017063905898116447
15,0,0.002224359190357225,0.0022240260502399026,0.002224692330474548
