ont_id Tamano_cola_Mbps
0 40.299616
1 33.037616
2 40.684272
3 42.30016
4 42.150656
5 34.544048
6 33.06432
7 33.51136
8 29.220832
9 28.32496
10 30.623072
11 34.893744
12 46.835888
13 43.788688
14 37.81928
15 40.768304
Media 36.991676
Total 591.866816
