ont_id Tamano_cola_Mbps
0 550.977808
1 520.75691456
2 511.390208
3 502.439664
4 427.2842272
5 514.2872831999999
6 507.55733503999994
7 504.44798784
8 453.25310464
9 529.5050515199999
10 487.7721984
11 540.38864
12 524.92423552
13 516.53794176
14 525.08009536
15 519.28360192
Media 508.49289356
Total 8135.88629696
