ont_id,cola_tamano_total_bytes
0,167210.0
1,153640.0
2,308042.0
3,275380.0
4,341734.0
5,399540.0
6,591072.0
7,629838.0
8,628620.0
9,626524.0
10,587278.0
11,604476.0
12,587548.0
13,624184.0
14,543792.0
15,613248.0
media,480132.875
