ont_id Tamano_cola_Mbps
0 916.7792
1 923.224256
2 784.5062400000002
3 704.80064
4 722.2304000000001
5 724.5968000000001
6 489.51436800000005
7 489.94636800000006
8 492.8663680000001
9 493.33356800000007
10 505.3937920000001
11 507.87379200000004
12 508.36179200000004
13 508.36179200000004
14 507.8305920000001
15 508.26259200000004
Media 611.7426600000001
Total 9787.882560000002
