ont_id,cola_tamano_total_bytes
0,167210.0
1,159934.0
2,297198.0
3,287500.0
4,344778.0
5,356462.0
6,585934.0
7,633188.0
8,634094.0
9,621100.0
10,592044.0
11,622840.0
12,612920.0
13,598894.0
14,595614.0
15,592162.0
media,481367.0
