ont_id,cola_tamano_total_bytes
0,167210.0
1,124968.0
2,255328.0
3,291188.0
4,328458.0
5,390804.0
6,607352.0
7,592844.0
8,621456.0
9,610508.0
10,581612.0
11,595716.0
12,609630.0
13,614634.0
14,562954.0
15,602856.0
media,472344.875
