ont_id,cola_tamano_total_bytes
0,50460.0
1,34222.0
2,38406.0
3,35948.0
4,29244.0
5,45578.0
6,31606.0
7,39418.0
8,28128.0
9,31924.0
10,25490.0
11,24054.0
12,27106.0
13,40356.0
14,51402.0
15,54604.0
media,36746.625
