ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0010994706715094051,0.0010994656893703924,0.0010994756536484179
1,0,0.0010608307009480904,0.0010608262762485717,0.001060835125647609
2,0,0.001107211053196299,0.0011072064853862654,0.0011072156210063327
3,0,0.00111105100941854,0.0011110453264512115,0.0011110566923858685
4,0,0.0010949630342179336,0.00109495841143843,0.0010949676569974372
5,0,0.001103230681580875,0.0011032254067821331,0.001103235956379617
6,0,0.0011139714009483416,0.0011139662089808165,0.0011139765929158668
7,0,0.0010634858916030725,0.0010634811634761278,0.0010634906197300171
8,0,0.0010714821881821857,0.0010714765821591607,0.0010714877942052106
9,0,0.0011071908752560715,0.0011071848706041727,0.0011071968799079702
10,0,0.0010952363080861897,0.001095231942384512,0.0010952406737878674
11,0,0.001091678742875898,0.0010916732239590254,0.0010916842617927705
12,0,0.0011223482119652958,0.001122343296735149,0.0011223531271954425
13,0,0.0010931937529224823,0.001093188454107506,0.0010931990517374585
14,0,0.0010935477374127086,0.0010935429178149107,0.0010935525570105065
15,0,0.0010945937024849047,0.0010945881864766287,0.0010945992184931807
