ont_id,cola_tamano_total_bytes
0,9984636.0
1,9905976.0
2,9999960.0
3,9999452.0
4,9995078.0
5,9995136.0
6,9984952.0
7,9997472.0
8,9989756.0
9,9994486.0
10,9994748.0
11,9990684.0
12,9994736.0
13,9990774.0
14,9991702.0
15,8714534.0
media,9907755.125
