ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.8546096031473494,0.8546050213418525,0.8546141849528462
1,0,0.6005210261858384,0.6005174167931013,0.6005246355785754
2,0,0.7330110147486316,0.7330063978840062,0.733015631613257
3,0,0.9811617493182357,0.9811567062099397,0.9811667924265318
4,0,0.7518422155305046,0.7518370217288759,0.7518474093321332
5,0,0.7210902739908868,0.7210852815731016,0.7210952664086719
6,0,0.6711957150726232,0.6711915695178883,0.6711998606273581
7,0,0.8331942210414949,0.8331890874934259,0.8331993545895638
8,0,0.7609652827811659,0.7609598319443038,0.760970733618028
9,0,0.7757753279848395,0.7757704981725929,0.7757801577970861
10,0,0.7970287983005908,0.7970232409034606,0.7970343556977211
11,0,0.60456888636899,0.6045651289506654,0.6045726437873146
12,0,0.7132861704445894,0.7132819064116657,0.7132904344775132
13,0,0.8797167019271253,0.8797122098648634,0.8797211939893871
14,0,0.6963993540406777,0.6963945763494952,0.6964041317318601
15,0,0.5995925149872886,0.5995888809086268,0.5995961490659504
