ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0017427395429578988,0.001742715288280268,0.0017427637976355295
1,0,0.00152487961666137,0.001524856405656081,0.001524902827666659
2,0,0.0014353050927097284,0.001435283857516073,0.0014353263279033837
3,0,0.0016423921336614254,0.0016423661974919802,0.0016424180698308706
4,0,0.0015683753597290977,0.0015683567480155763,0.0015683939714426192
5,0,0.0015751248446359927,0.001575102052637348,0.0015751476366346374
6,0,0.001479197604080223,0.0014791870102855097,0.0014792081978749361
7,0,0.0016240713329149746,0.0016240489952000633,0.0016240936706298859
8,0,0.0016811277633262504,0.0016811025621775717,0.0016811529644749292
9,0,0.001317834292689373,0.0013178144893779868,0.0013178540960007595
10,0,0.001814197784810817,0.0018141720555538577,0.0018142235140677764
11,0,0.0016284713290395053,0.0016284521046227383,0.0016284905534562724
12,0,0.0013115336976530004,0.0013115166419818496,0.0013115507533241512
13,0,0.0018518427527273121,0.0018518161653148556,0.0018518693401397687
14,0,0.001306582904526084,0.0013065621050608691,0.0013066037039912988
15,0,0.0017535261350531696,0.0017535002907015488,0.0017535519794047905
