ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,1.1564037913513454,1.1563990595559748,1.156408523146716
1,0,1.1511073152924214,1.1511028716387979,1.151111758946045
2,0,1.1632604581969448,1.1632560433811328,1.1632648730127568
3,0,1.1592518887093404,1.1592475011521428,1.159256276266538
4,0,1.1366573298507072,1.1366526834201858,1.1366619762812287
5,0,1.155802234363922,1.1557976717862095,1.1558067969416346
6,0,1.1365058775670325,1.1365014672299003,1.1365102879041646
7,0,1.1629654059059835,1.1629610556766892,1.1629697561352779
8,0,1.1549307116145835,1.154926328701868,1.154935094527299
9,0,1.172241512564336,1.172237078869359,1.1722459462593129
10,0,1.1829555466879793,1.1829511487726334,1.1829599446033252
11,0,1.1505331610210026,1.1505288798137097,1.1505374422282955
12,0,1.1742701000979114,1.1742657092786373,1.1742744909171856
13,0,1.156274031483355,1.156269597881375,1.156278465085335
14,0,1.167292277752828,1.1672879208183564,1.1672966346872997
15,0,1.150833248993881,1.150828612462424,1.150837885525338
