ont_id,cola_tamano_total_bytes
0,492.0
1,1602.0
2,972.0
3,2442.0
4,1148.0
5,936.0
6,1658.0
7,2498.0
8,1148.0
9,490.0
10,176.0
11,1794.0
12,1794.0
13,1702.0
14,264.0
15,1288.0
media,1275.25
