ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.001556568565853393,0.0015565628870902088,0.001556574244616577
1,0,0.0015847238361818008,0.001584716957086434,0.0015847307152771675
2,0,0.0016176213416147004,0.0016176137392820756,0.0016176289439473251
3,0,0.0015907654441451376,0.0015907600809261823,0.001590770807364093
4,0,0.0015505477181880381,0.0015505430995416368,0.0015505523368344394
5,0,0.0015623728447737505,0.0015623679103881534,0.0015623777791593477
6,0,0.0015617053296950738,0.001561700652148097,0.0015617100072420505
7,0,0.001574488467205434,0.0015744815634130774,0.0015744953709977906
8,0,0.0015980450242841567,0.0015980391938809435,0.0015980508546873699
9,0,0.001571650206867439,0.0015716451151040198,0.001571655298630858
10,0,0.0015796900223592203,0.0015796838531295656,0.001579696191588875
11,0,0.0015727724277999468,0.001572766060418868,0.0015727787951810256
12,0,0.001567114207480755,0.0015671080444686948,0.001567120370492815
13,0,0.001573898919707236,0.0015738938075653965,0.0015739040318490753
14,0,0.0016067151514978556,0.0016067082601176454,0.0016067220428780658
15,0,0.0015694451537904596,0.0015694398817850978,0.0015694504257958214
