ont_id,cola_tamano_total_bytes
0,5714.0
1,2948.0
2,8992.0
3,4816.0
4,7660.0
5,7020.0
6,8610.0
7,11960.0
8,11932.0
9,7596.0
10,13522.0
11,15194.0
12,8208.0
13,8414.0
14,6206.0
15,10786.0
media,8723.625
