ont_id,cola_tamano_total_bytes
0,9991160.0
1,9999402.0
2,9999952.0
3,9999606.0
4,9999984.0
5,9999734.0
6,9995862.0
7,9999832.0
8,9995878.0
9,9999516.0
10,9990384.0
11,9994666.0
12,9994282.0
13,9991110.0
14,9989474.0
15,9987292.0
media,9995508.375
