ont_id,cola_tamano_total_bytes
0,668.0
1,222.0
2,2586.0
3,980.0
4,668.0
5,1746.0
6,4798.0
7,3848.0
8,490.0
9,264.0
10,5508.0
11,3848.0
12,3936.0
13,1246.0
14,1822.0
15,1864.0
media,2155.875
