ont_id,cola_tamano_total_bytes
0,9989384.0
1,9996312.0
2,9999240.0
3,9998416.0
4,9992480.0
5,9999076.0
6,9998366.0
7,9994460.0
8,9995650.0
9,9995900.0
10,9991338.0
11,9993656.0
12,9991746.0
13,9990784.0
14,9991894.0
15,9990150.0
media,9994303.25
