ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0009994353783496902,0.0009994276404833539,0.0009994431162160266
1,0,0.0010199680723474165,0.0010199598406445162,0.0010199763040503167
2,0,0.0010432913635789035,0.0010432812816592576,0.0010433014454985495
3,0,0.0010457403258460685,0.0010457309372576555,0.0010457497144344815
4,0,0.0011474127794334473,0.0011474024574952228,0.0011474231013716718
5,0,0.0009224532911764972,0.0009224454883339884,0.0009224610940190061
6,0,0.0009625701950709335,0.0009625612862760926,0.0009625791038657745
7,0,0.0010139981623845623,0.001013989167790058,0.0010140071569790666
8,0,0.0010976907286988189,0.0010976798802913767,0.001097701577106261
9,0,0.0010421522914079678,0.0010421424359802712,0.0010421621468356644
10,0,0.001096364385541007,0.0010963523548443662,0.0010963764162376477
11,0,0.0010456294836937194,0.0010456206114399485,0.0010456383559474902
12,0,0.0009806279576519805,0.0009806195132633136,0.0009806364020406473
13,0,0.0009496918879568838,0.0009496828089085911,0.0009497009670051765
14,0,0.0011066329874339067,0.0011066219136163435,0.00110664406125147
15,0,0.0009673557931637071,0.000967346723167962,0.0009673648631594521
