ont_id,cola_tamano_total_bytes
0,5824.0
1,2324.0
2,3276.0
3,3498.0
4,4612.0
5,1928.0
6,9676.0
7,4254.0
8,3590.0
9,6796.0
10,1912.0
11,3992.0
12,3214.0
13,5096.0
14,4478.0
15,6264.0
media,4420.875
