ont_id,cola_tamano_total_bytes
0,1628.0
1,220.0
2,1188.0
3,312.0
4,1584.0
5,578.0
6,1614.0
7,884.0
8,352.0
9,308.0
10,440.0
11,1280.0
12,176.0
13,176.0
14,3218.0
15,1280.0
media,952.375
