ont_id Tamano_cola_Mbps
0 117.290016
1 119.357504
2 117.865424
3 117.9196
4 116.468528
5 113.424544
6 113.709776
7 112.31
8 115.841616
9 117.61216
10 114.49992
11 114.55144
12 117.898016
13 118.076496
14 117.806336
15 114.343248
Media 116.185914
Total 1858.974624
