ont_id,cola_tamano_total_bytes
0,3031472.0
1,3234060.0
2,2965780.0
3,3198988.0
4,2359430.0
5,3549722.0
6,3352454.0
7,2891648.0
8,3451960.0
9,2505898.0
10,3065492.0
11,2755456.0
12,2403300.0
13,2964800.0
14,3500422.0
15,3584534.0
media,3050963.5
