ont_id Tamano_cola_Mbps
0 59.951312
1 59.950128
2 59.954432
3 59.945568
4 60.05224
5 60.054752
6 60.055456
7 60.055456
8 60.05616
9 60.058688
10 60.060832
11 60.061872
12 60.059984
13 60.059984
14 60.06032
15 59.94536
Media 60.023909
Total 960.382544
