ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0008617100909967917,0.0008617062808852983,0.0008617139011082852
1,0,0.0008547434877782269,0.0008547392731756262,0.0008547477023808276
2,0,0.0009054090744763749,0.0009054023600280004,0.0009054157889247493
3,0,0.0008903424772547518,0.0008903366526067616,0.000890348301902742
4,0,0.0008805899513235997,0.0008805838699425222,0.0008805960327046773
5,0,0.0009087280880412306,0.0009087205391852302,0.000908735636897231
6,0,0.0012112843902763368,0.001211258797901114,0.0012113099826515596
7,0,0.0011039082158248478,0.0011038884857680225,0.001103927945881673
8,0,0.0011567558962716211,0.001156737333857855,0.0011567744586853874
9,0,0.0010066802956903197,0.001006665008645477,0.0010066955827351624
10,0,0.00138623123995707,0.001386201192525828,0.001386261287388312
11,0,0.0010560687638503463,0.001056048249002389,0.0010560892786983037
12,0,0.0010707893899942382,0.0010707669713847265,0.00107081180860375
13,0,0.0012347961478638397,0.0012347700147062213,0.001234822281021458
14,0,0.001192618751409478,0.0011925954400756973,0.0011926420627432586
15,0,0.0010892371503297292,0.0010892172181026076,0.0010892570825568508
