ont_id Tamano_cola_Mbps
0 794.2764479999998
1 854.9738879999999
2 741.6432640000002
3 742.0143040000002
4 744.2742400000001
5 744.2844800000001
6 505.6319039999995
7 505.66870399999954
8 505.9519039999995
9 505.9922239999995
10 506.0074239999995
11 508.40703999999954
12 509.42534399999954
13 509.7568639999995
14 509.74054399999955
15 500.47615999999954
Media 605.5327959999998
Total 9688.524735999998
