ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.028794768016742304,0.028794619387927014,0.028794916645557594
1,0,0.017589548231919824,0.01758945004554147,0.017589646418298178
2,0,0.09120005980927345,0.09119942807041277,0.09120069154813414
3,0,0.0727711179852086,0.07277057237790135,0.07277166359251586
4,0,0.09610041563779215,0.09609978160768627,0.09610104966789802
5,0,0.05694297392114393,0.056942584568081094,0.05694336327420677
6,0,0.19360801371274838,0.1936062139652438,0.19360981346025297
7,0,0.20296458866653166,0.20296268107852383,0.2029664962545395
8,0,0.2005033909746444,0.20050140978079536,0.20050537216849343
9,0,0.19635804879355653,0.19635613330248167,0.1963599642846314
10,0,0.20170417829026283,0.20170226287351525,0.2017060937070104
11,0,0.19585150761952796,0.19584968551194568,0.19585332972711025
12,0,0.19557810059062797,0.19557615710424137,0.19558004407701457
13,0,0.19985354268657654,0.19985171518093733,0.19985537019221575
14,0,0.1972169684435553,0.19721518614986633,0.19721875073724426
15,0,0.19266380830934007,0.19266181997579856,0.19266579664288158
