ont_id Tamano_cola_Mbps
0 176.9240656
1 164.7207856
2 173.1183264
3 165.90375680000002
4 167.9982704
5 167.8255776
6 148.0040512
7 176.202984
8 173.501928
9 156.6250944
10 158.1803072
11 202.8201024
12 167.913264
13 173.86228
14 157.1843504
15 182.39206719999999
Media 169.5735757
Total 2713.1772112
