ont_id Tamano_cola_Mbps
0 608.78864
1 612.11536
2 612.19536
3 612.25648
4 600.61216
5 600.6224
6 603.90896
7 604.02128
8 604.28208
9 604.4088
10 604.6296
11 604.64256
12 608.04032
13 608.15184
14 608.37504
15 608.46704
Media 606.59487
Total 9705.51792
