ont_id Tamano_cola_Mbps
0 847.865248
1 840.0041471999998
2 740.5998592000071
3 740.6369632000071
4 740.8629568000069
5 740.863980800007
6 494.8535455999955
7 494.85722559999556
8 494.88554559999557
9 493.9299871999956
10 493.93150719999556
11 494.1714687999955
12 494.27329919999556
13 494.3064511999956
14 494.30481919999556
15 494.3379711999956
Media 599.6678109999989
Total 9594.684975999982
