ont_id,cola_tamano_total_bytes
0,484.0
1,440.0
2,264.0
3,748.0
4,1584.0
5,264.0
6,1584.0
7,1584.0
8,1584.0
9,484.0
10,484.0
11,1584.0
12,1584.0
13,1540.0
14,1826.0
15,1628.0
media,1104.125
