ont_id Tamano_cola_Mbps
0 600.878864
1 601.211536
2 601.219536
3 601.225648
4 600.061216
5 600.06224
6 600.390896
7 600.402128
8 600.428208
9 600.44088
10 600.46296
11 600.464256
12 600.804032
13 600.815184
14 600.837504
15 600.846704
Media 600.659487
Total 9610.551792
