ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.000938825791027823,0.0009388128111726642,0.0009388387708829818
1,0,0.0007747261516687791,0.0007747174282148435,0.0007747348751227146
2,0,0.000861666930980199,0.0008616559926783011,0.000861677869282097
3,0,0.0008307424598762781,0.0008307316101746604,0.0008307533095778958
4,0,0.0009676069924763012,0.0009675931683225572,0.0009676208166300453
5,0,0.000743526391727575,0.0007435172165225715,0.0007435355669325784
6,0,0.0010241640600171728,0.001024146903691882,0.0010241812163424636
7,0,0.0008611512319166394,0.0008611410293689665,0.0008611614344643123
8,0,0.0008371454428914352,0.0008371352984262669,0.0008371555873566035
9,0,0.0008873605782051302,0.0008873490756279623,0.000887372080782298
10,0,0.0008840564546194602,0.0008840435061438176,0.0008840694030951028
11,0,0.0007844048115306046,0.000784395660859449,0.0007844139622017602
12,0,0.0008238159843627328,0.0008238056265778822,0.0008238263421475834
13,0,0.0008529269055110237,0.0008529177203434362,0.0008529360906786113
14,0,0.0008631898081616332,0.0008631801953913225,0.0008631994209319439
15,0,0.0006016920245793333,0.0006016866735505044,0.0006016973756081622
