ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.016801065559217135,0.01680105674519907,0.0168010743732352
1,0,0.0034119418556943564,0.003411941214521582,0.003411942496867131
2,0,0.543683627130887,0.5436834694346175,0.5436837848271565
3,0,0.6313163978707297,0.6313162501724922,0.6313165455689672
4,0,0.4151037248779089,0.4151036365854672,0.41510381317035067
5,0,0.6257992782384836,0.6257991045975241,0.6257994518794431
6,0,1.4397844491980603,1.4397842685778295,1.439784629818291
7,0,1.4499260593182242,1.4499258850359111,1.4499262336005372
8,0,1.4358031786214442,1.4358029911563432,1.4358033660865452
9,0,1.4345241375117024,1.434523951218749,1.4345243238046557
10,0,1.454927043942578,1.4549268824477968,1.4549272054373594
11,0,1.4408419484728927,1.4408417700251135,1.440842126920672
12,0,1.454456439317175,1.4544562667048508,1.4544566119294993
13,0,1.42924337009031,1.429243180280536,1.429243559900084
14,0,1.4243368226401445,1.4243366094927237,1.4243370357875653
15,0,1.4368030016219502,1.4368028014919838,1.4368032017519166
