ONT_Id,B_Max_bits,B_alloc_bits
3,1199488.0,50048
4,1199488.0,13424
5,1199488.0,49264
6,1199488.0,13424
7,1199488.0,11488
8,1199488.0,25280
9,1199488.0,25984
10,1199488.0,23696
11,1199488.0,35904
12,1199488.0,28656
13,1199488.0,90960
14,1199488.0,13776
15,1199488.0,28304
0,1199488.0,1568
1,1199488.0,67952
2,1199488.0,33616
3,1199488.0,62256
4,1199488.0,13776
5,1199488.0,44944
6,1199488.0,38192
7,1199488.0,29008
8,1199488.0,13776
9,1199488.0,1568
10,1199488.0,35904
11,1199488.0,35552
12,1199488.0,23344
13,1199488.0,34432
14,1199488.0,1216
15,1199488.0,38928
0,1199488.0,14128
1,1199488.0,23344
2,1199488.0,23344
3,1199488.0,49696
4,1199488.0,25280
5,1199488.0,49616
6,1199488.0,13424
7,1199488.0,29008
8,1199488.0,25632
9,1199488.0,26336
10,1199488.0,16448
11,1199488.0,35904
12,1199488.0,35904
13,1199488.0,88448
14,1199488.0,13776
15,1199488.0,21056
0,1199488.0,1216
1,1199488.0,70240
2,1199488.0,43536
3,1199488.0,62256
4,1199488.0,25632
5,1199488.0,42144
6,1199488.0,38192
7,1199488.0,18032
8,1199488.0,25984
9,1199488.0,1216
10,1199488.0,41216
11,1199488.0,30944
12,1199488.0,23344
13,1199488.0,74800
14,1199488.0,1568
15,1199488.0,38928
0,1199488.0,13776
1,1199488.0,32912
2,1199488.0,33264
3,1199488.0,62256
4,1199488.0,25632
5,1199488.0,59744
6,1199488.0,25632
7,1199488.0,23696
8,1199488.0,13424
9,1199488.0,25984
10,1199488.0,35904
11,1199488.0,47760
12,1199488.0,40864
13,1199488.0,71056
14,1199488.0,1568
15,1199488.0,26016
0,1199488.0,1568
1,1199488.0,70240
2,1199488.0,33616
3,1199488.0,50048
4,1199488.0,13424
5,1199488.0,30944
6,1199488.0,37840
7,1199488.0,18384
8,1199488.0,26336
9,1199488.0,1568
10,1199488.0,18384
11,1199488.0,30592
12,1199488.0,18384
13,1199488.0,64160
14,1199488.0,1920
15,1199488.0,33616
0,1199488.0,13776
1,1199488.0,35552
2,1199488.0,23344
3,1199488.0,74464
4,1199488.0,13424
5,1199488.0,61472
6,1199488.0,13424
7,1199488.0,18736
8,1199488.0,1216
9,1199488.0,25984
10,1199488.0,53072
11,1199488.0,47760
12,1199488.0,41216
13,1199488.0,69840
14,1199488.0,2272
15,1199488.0,21408
0,1199488.0,13776
1,1199488.0,64576
2,1199488.0,43536
3,1199488.0,50048
4,1199488.0,14128
5,1199488.0,27776
6,1199488.0,37840
7,1199488.0,13424
8,1199488.0,25984
9,1199488.0,13776
10,1199488.0,18384
11,1199488.0,35552
12,1199488.0,11136
13,1199488.0,57632
14,1199488.0,2272
15,1199488.0,43536
0,1199488.0,13424
1,1199488.0,33264
2,1199488.0,21056
3,1199488.0,74464
4,1199488.0,1216
5,1199488.0,53584
6,1199488.0,13424
7,1199488.0,13776
8,1199488.0,13424
