ONT_Id,B_Max_bits,B_alloc_bits
11,1199488.0,46480
12,1199488.0,18384
13,1199488.0,33552
14,1199488.0,68560
15,1199488.0,61136
0,1199488.0,30944
1,1199488.0,72128
2,1199488.0,44192
3,1199488.0,59760
4,1199488.0,85904
5,1199488.0,33264
6,1199488.0,40464
7,1199488.0,62912
8,1199488.0,67200
9,1199488.0,47408
10,1199488.0,63808
11,1199488.0,56176
12,1199488.0,19088
13,1199488.0,45040
14,1199488.0,92256
15,1199488.0,88288
0,1199488.0,23344
1,1199488.0,62080
2,1199488.0,38512
3,1199488.0,35712
4,1199488.0,54960
5,1199488.0,51136
6,1199488.0,66320
7,1199488.0,86608
8,1199488.0,39184
9,1199488.0,60320
10,1199488.0,41184
11,1199488.0,46480
12,1199488.0,1216
13,1199488.0,33552
14,1199488.0,82560
15,1199488.0,49280
0,1199488.0,35904
1,1199488.0,59920
2,1199488.0,57120
3,1199488.0,56528
4,1199488.0,74416
5,1199488.0,22992
6,1199488.0,36224
7,1199488.0,73680
8,1199488.0,79760
9,1199488.0,42800
10,1199488.0,55680
11,1199488.0,57248
12,1199488.0,13776
13,1199488.0,45760
14,1199488.0,105904
15,1199488.0,84048
0,1199488.0,30944
1,1199488.0,93248
2,1199488.0,56752
3,1199488.0,48992
4,1199488.0,51440
5,1199488.0,50784
6,1199488.0,79968
7,1199488.0,68640
8,1199488.0,52832
9,1199488.0,59616
10,1199488.0,49152
11,1199488.0,60128
12,1199488.0,1568
13,1199488.0,51792
14,1199488.0,67120
15,1199488.0,39872
0,1199488.0,40864
1,1199488.0,30192
2,1199488.0,37440
3,1199488.0,32480
4,1199488.0,67168
5,1199488.0,40512
6,1199488.0,30464
7,1199488.0,75120
8,1199488.0,62160
9,1199488.0,35552
10,1199488.0,52672
11,1199488.0,58688
12,1199488.0,13776
13,1199488.0,54608
14,1199488.0,120624
15,1199488.0,86896
0,1199488.0,35552
1,1199488.0,92528
2,1199488.0,52160
3,1199488.0,49712
4,1199488.0,81536
5,1199488.0,45824
6,1199488.0,69888
7,1199488.0,54704
8,1199488.0,66832
9,1199488.0,55008
10,1199488.0,66320
11,1199488.0,73408
12,1199488.0,1568
13,1199488.0,70400
14,1199488.0,66768
15,1199488.0,18032
0,1199488.0,48464
1,1199488.0,41184
2,1199488.0,55680
3,1199488.0,33552
4,1199488.0,50000
5,1199488.0,40512
6,1199488.0,57680
7,1199488.0,89488
8,1199488.0,62880
9,1199488.0,23344
10,1199488.0,38752
11,1199488.0,68736
12,1199488.0,14128
13,1199488.0,49280
14,1199488.0,103744
15,1199488.0,77488
0,1199488.0,23344
1,1199488.0,97984
2,1199488.0,37440
3,1199488.0,74848
4,1199488.0,78656
5,1199488.0,75552
6,1199488.0,52720
7,1199488.0,57152
8,1199488.0,68688
9,1199488.0,47760
10,1199488.0,77840
11,1199488.0,80592
12,1199488.0,1216
13,1199488.0,76016
14,1199488.0,80768
15,1199488.0,11136
0,1199488.0,65280
1,1199488.0,35504
2,1199488.0,51440
3,1199488.0,32832
4,1199488.0,50720
5,1199488.0,27952
6,1199488.0,57680
7,1199488.0,82336
8,1199488.0,56480
9,1199488.0,23344
10,1199488.0,39184
11,1199488.0,57248
12,1199488.0,13776
13,1199488.0,65600
14,1199488.0,114160
15,1199488.0,72528
0,1199488.0,18384
1,1199488.0,95824
2,1199488.0,43472
3,1199488.0,56528
4,1199488.0,57968
5,1199488.0,64928
6,1199488.0,69888
7,1199488.0,44272
8,1199488.0,75808
9,1199488.0,42800
10,1199488.0,77120
11,1199488.0,93152
12,1199488.0,1568
13,1199488.0,54960
14,1199488.0,90816
15,1199488.0,35552
0,1199488.0,65280
1,1199488.0,41184
2,1199488.0,69328
3,1199488.0,21344
4,1199488.0,46832
5,1199488.0,33264
6,1199488.0,40512
7,1199488.0,62160
8,1199488.0,63600
9,1199488.0,35552
10,1199488.0,50544
11,1199488.0,32832
12,1199488.0,13776
13,1199488.0,66320
14,1199488.0,91536
15,1199488.0,59968
0,1199488.0,23344
1,1199488.0,79376
2,1199488.0,49280
3,1199488.0,57248
4,1199488.0,58688
5,1199488.0,64928
6,1199488.0,47760
7,1199488.0,44640
8,1199488.0,68688
9,1199488.0,48112
10,1199488.0,68560
11,1199488.0,81664
12,1199488.0,1568
13,1199488.0,77808
14,1199488.0,116672
15,1199488.0,35552
0,1199488.0,55008
1,1199488.0,37296
2,1199488.0,66448
3,1199488.0,20624
4,1199488.0,47552
5,1199488.0,45472
6,1199488.0,64928
7,1199488.0,57920
8,1199488.0,55408
9,1199488.0,35552
10,1199488.0,42064
11,1199488.0,33552
12,1199488.0,26336
13,1199488.0,78656
14,1199488.0,97216
15,1199488.0,55008
0,1199488.0,35552
1,1199488.0,90016
2,1199488.0,62576
3,1199488.0,50768
4,1199488.0,71968
5,1199488.0,59968
6,1199488.0,52720
7,1199488.0,51392
8,1199488.0,75088
9,1199488.0,59968
10,1199488.0,68992
11,1199488.0,82384
12,1199488.0,25984
13,1199488.0,59568
14,1199488.0,103744
15,1199488.0,48112
0,1199488.0,42800
1,1199488.0,50592
2,1199488.0,25584
3,1199488.0,25632
4,1199488.0,45760
5,1199488.0,45472
6,1199488.0,64928
7,1199488.0,65392
8,1199488.0,45712
9,1199488.0,35904
10,1199488.0,44576
11,1199488.0,59408
12,1199488.0,13424
13,1199488.0,77808
