ONT_Id,B_Max_bits,B_alloc_bits
0,1199488.0,13424
1,1199488.0,28304
2,1199488.0,49952
3,1199488.0,17152
4,1199488.0,19776
5,1199488.0,33264
6,1199488.0,31760
7,1199488.0,35216
8,1199488.0,26976
9,1199488.0,38192
10,1199488.0,41216
11,1199488.0,13424
12,1199488.0,25984
13,1199488.0,41680
14,1199488.0,30944
15,1199488.0,38576
0,1199488.0,50400
1,1199488.0,58032
2,1199488.0,63600
3,1199488.0,17152
4,1199488.0,35936
5,1199488.0,38224
6,1199488.0,13808
7,1199488.0,14096
8,1199488.0,55344
9,1199488.0,25632
10,1199488.0,40864
11,1199488.0,13776
12,1199488.0,13424
13,1199488.0,39232
14,1199488.0,23344
15,1199488.0,35552
0,1199488.0,25632
1,1199488.0,28304
2,1199488.0,32064
3,1199488.0,17152
4,1199488.0,20496
5,1199488.0,33264
6,1199488.0,30688
7,1199488.0,36656
8,1199488.0,28416
9,1199488.0,37840
10,1199488.0,18032
11,1199488.0,13776
12,1199488.0,26336
13,1199488.0,42752
14,1199488.0,23344
15,1199488.0,50784
0,1199488.0,50400
1,1199488.0,62992
2,1199488.0,58992
3,1199488.0,12544
4,1199488.0,35936
5,1199488.0,33616
6,1199488.0,26016
7,1199488.0,19776
8,1199488.0,55344
9,1199488.0,37840
10,1199488.0,40864
11,1199488.0,13776
12,1199488.0,13424
13,1199488.0,25232
14,1199488.0,23696
15,1199488.0,40160
0,1199488.0,37840
1,1199488.0,16096
2,1199488.0,37744
3,1199488.0,12544
4,1199488.0,20496
5,1199488.0,33264
6,1199488.0,19552
7,1199488.0,37008
8,1199488.0,30208
9,1199488.0,37840
10,1199488.0,11136
11,1199488.0,13776
12,1199488.0,25632
13,1199488.0,38512
14,1199488.0,35552
15,1199488.0,58032
0,1199488.0,49696
1,1199488.0,63344
2,1199488.0,65040
3,1199488.0,8288
4,1199488.0,41616
5,1199488.0,38576
6,1199488.0,26736
7,1199488.0,15536
8,1199488.0,54992
9,1199488.0,25632
10,1199488.0,35904
11,1199488.0,13424
12,1199488.0,13424
13,1199488.0,30544
14,1199488.0,28656
15,1199488.0,28304
0,1199488.0,37840
1,1199488.0,16096
2,1199488.0,33872
3,1199488.0,8640
4,1199488.0,21568
5,1199488.0,33616
6,1199488.0,8416
7,1199488.0,41248
8,1199488.0,43856
9,1199488.0,50048
10,1199488.0,18384
11,1199488.0,13776
12,1199488.0,25632
13,1199488.0,43472
14,1199488.0,23344
15,1199488.0,58032
0,1199488.0,62256
1,1199488.0,53072
2,1199488.0,66480
3,1199488.0,4032
4,1199488.0,36656
5,1199488.0,45824
6,1199488.0,26736
7,1199488.0,20496
8,1199488.0,32064
9,1199488.0,37840
10,1199488.0,41216
11,1199488.0,13776
12,1199488.0,13776
13,1199488.0,26304
14,1199488.0,35904
15,1199488.0,28304
0,1199488.0,37488
1,1199488.0,6528
2,1199488.0,40624
3,1199488.0,4384
4,1199488.0,22288
5,1199488.0,28304
6,1199488.0,9136
7,1199488.0,36656
8,1199488.0,42064
9,1199488.0,25632
10,1199488.0,11136
11,1199488.0,13424
12,1199488.0,13424
13,1199488.0,39232
14,1199488.0,23344
15,1199488.0,58384
0,1199488.0,50048
1,1199488.0,53072
2,1199488.0,67200
3,1199488.0,4384
4,1199488.0,40896
5,1199488.0,50784
6,1199488.0,27808
7,1199488.0,21568
8,1199488.0,37744
9,1199488.0,37840
10,1199488.0,36256
11,1199488.0,13776
12,1199488.0,13776
13,1199488.0,31984
14,1199488.0,40864
15,1199488.0,16096
0,1199488.0,37840
1,1199488.0,11488
2,1199488.0,37104
3,1199488.0,4736
4,1199488.0,23008
5,1199488.0,16096
6,1199488.0,9856
7,1199488.0,41616
8,1199488.0,42784
9,1199488.0,37488
10,1199488.0,11488
11,1199488.0,13776
12,1199488.0,13776
13,1199488.0,45264
14,1199488.0,18384
15,1199488.0,50784
0,1199488.0,37840
1,1199488.0,53072
2,1199488.0,68992
3,1199488.0,5088
4,1199488.0,36288
5,1199488.0,46176
6,1199488.0,32768
7,1199488.0,22288
8,1199488.0,39184
9,1199488.0,37840
10,1199488.0,40864
11,1199488.0,25984
12,1199488.0,13776
13,1199488.0,31984
14,1199488.0,40864
15,1199488.0,16448
0,1199488.0,37840
1,1199488.0,23344
2,1199488.0,42064
3,1199488.0,5088
4,1199488.0,27968
5,1199488.0,28656
6,1199488.0,20128
7,1199488.0,24800
8,1199488.0,43136
9,1199488.0,37840
10,1199488.0,11488
11,1199488.0,13424
12,1199488.0,25632
13,1199488.0,44912
14,1199488.0,11136
15,1199488.0,45824
0,1199488.0,49696
1,1199488.0,53424
2,1199488.0,67552
3,1199488.0,5440
4,1199488.0,35216
5,1199488.0,28304
6,1199488.0,36656
7,1199488.0,29408
8,1199488.0,40624
9,1199488.0,40000
10,1199488.0,40864
11,1199488.0,26336
12,1199488.0,26336
13,1199488.0,33056
14,1199488.0,36256
15,1199488.0,16448
0,1199488.0,37840
1,1199488.0,11136
2,1199488.0,51024
3,1199488.0,5792
4,1199488.0,23728
5,1199488.0,28304
6,1199488.0,15888
7,1199488.0,23728
8,1199488.0,55712
9,1199488.0,32112
10,1199488.0,23344
11,1199488.0,13424
12,1199488.0,13072
13,1199488.0,45632
14,1199488.0,11136
15,1199488.0,50784
0,1199488.0,50048
1,1199488.0,48464
2,1199488.0,48928
3,1199488.0,5792
4,1199488.0,48864
5,1199488.0,52368
6,1199488.0,29408
7,1199488.0,24080
8,1199488.0,19856
9,1199488.0,46832
10,1199488.0,41216
11,1199488.0,25632
12,1199488.0,25984
13,1199488.0,45984
14,1199488.0,40864
15,1199488.0,21056
0,1199488.0,25632
1,1199488.0,11488
2,1199488.0,34496
3,1199488.0,6144
4,1199488.0,32704
5,1199488.0,33264
6,1199488.0,24448
7,1199488.0,29408
8,1199488.0,56432
9,1199488.0,20272
10,1199488.0,11136
11,1199488.0,13424
12,1199488.0,13424
13,1199488.0,42032
14,1199488.0,23696
15,1199488.0,51136
0,1199488.0,50048
1,1199488.0,53072
2,1199488.0,25232
3,1199488.0,6496
4,1199488.0,25584
5,1199488.0,40512
6,1199488.0,24800
7,1199488.0,23008
8,1199488.0,26256
9,1199488.0,47200
10,1199488.0,41216
11,1199488.0,25632
12,1199488.0,25984
13,1199488.0,34496
14,1199488.0,30240
15,1199488.0,21056
0,1199488.0,25984
1,1199488.0,11488
2,1199488.0,40176
3,1199488.0,6496
4,1199488.0,27744
5,1199488.0,28304
6,1199488.0,41616
7,1199488.0,24448
8,1199488.0,54624
9,1199488.0,21344
10,1199488.0,11488
11,1199488.0,13776
12,1199488.0,13424
13,1199488.0,25584
14,1199488.0,23696
15,1199488.0,45824
