ONT_Id,B_Max_bits,B_alloc_bits
8,1199488.0,56528
9,1199488.0,56400
10,1199488.0,54832
11,1199488.0,64592
12,1199488.0,56176
13,1199488.0,35216
14,1199488.0,32112
15,1199488.0,84336
0,1199488.0,67216
1,1199488.0,33264
2,1199488.0,93744
3,1199488.0,83712
4,1199488.0,70160
5,1199488.0,48432
6,1199488.0,54064
7,1199488.0,64880
8,1199488.0,69456
9,1199488.0,55680
10,1199488.0,68112
11,1199488.0,55680
12,1199488.0,33552
13,1199488.0,33056
14,1199488.0,59408
15,1199488.0,103296
0,1199488.0,59968
1,1199488.0,58032
2,1199488.0,56400
3,1199488.0,40464
4,1199488.0,109296
5,1199488.0,42752
6,1199488.0,85008
7,1199488.0,42752
8,1199488.0,56176
9,1199488.0,57472
10,1199488.0,35504
11,1199488.0,37792
12,1199488.0,45040
13,1199488.0,31536
14,1199488.0,20624
15,1199488.0,79376
0,1199488.0,59968
1,1199488.0,35552
2,1199488.0,105952
3,1199488.0,66672
4,1199488.0,101328
5,1199488.0,54112
6,1199488.0,50544
7,1199488.0,72128
8,1199488.0,80944
9,1199488.0,51440
10,1199488.0,57120
11,1199488.0,41680
12,1199488.0,45760
13,1199488.0,41216
14,1199488.0,60480
15,1199488.0,72128
0,1199488.0,55008
1,1199488.0,57680
2,1199488.0,78656
3,1199488.0,51104
4,1199488.0,87456
5,1199488.0,53744
6,1199488.0,91408
7,1199488.0,33264
8,1199488.0,56528
9,1199488.0,82608
10,1199488.0,38512
11,1199488.0,43472
12,1199488.0,44320
13,1199488.0,18384
14,1199488.0,33552
15,1199488.0,102224
0,1199488.0,60320
1,1199488.0,33616
2,1199488.0,85904
3,1199488.0,82768
4,1199488.0,96368
5,1199488.0,49872
6,1199488.0,78480
7,1199488.0,69888
8,1199488.0,68384
9,1199488.0,61488
10,1199488.0,54240
11,1199488.0,38512
12,1199488.0,46832
13,1199488.0,30592
14,1199488.0,56528
15,1199488.0,72128
0,1199488.0,47760
1,1199488.0,58032
2,1199488.0,74416
3,1199488.0,34784
4,1199488.0,99168
5,1199488.0,54832
6,1199488.0,59872
7,1199488.0,52720
8,1199488.0,45040
9,1199488.0,73344
10,1199488.0,44912
11,1199488.0,39232
12,1199488.0,33200
13,1199488.0,35552
14,1199488.0,34624
15,1199488.0,79376
0,1199488.0,55008
1,1199488.0,33264
2,1199488.0,67168
3,1199488.0,89888
4,1199488.0,93136
5,1199488.0,65952
6,1199488.0,99600
7,1199488.0,57680
8,1199488.0,57248
9,1199488.0,55680
10,1199488.0,50000
11,1199488.0,44192
12,1199488.0,35712
13,1199488.0,23344
14,1199488.0,45040
15,1199488.0,77808
0,1199488.0,60320
1,1199488.0,58032
2,1199488.0,93024
3,1199488.0,38176
4,1199488.0,107856
5,1199488.0,42752
6,1199488.0,53120
7,1199488.0,45472
8,1199488.0,46832
9,1199488.0,62208
10,1199488.0,67168
11,1199488.0,45264
12,1199488.0,22064
13,1199488.0,42800
14,1199488.0,35344
15,1199488.0,97264
0,1199488.0,54656
1,1199488.0,11136
2,1199488.0,73344
3,1199488.0,83120
4,1199488.0,100736
5,1199488.0,71408
6,1199488.0,93568
7,1199488.0,59968
8,1199488.0,67888
9,1199488.0,63648
10,1199488.0,32480
11,1199488.0,39952
12,1199488.0,36432
13,1199488.0,23696
14,1199488.0,59040
15,1199488.0,85776
0,1199488.0,55008
1,1199488.0,67952
2,1199488.0,90864
3,1199488.0,34656
4,1199488.0,106416
5,1199488.0,66672
6,1199488.0,54064
7,1199488.0,58032
8,1199488.0,79248
9,1199488.0,80096
10,1199488.0,45760
11,1199488.0,45984
12,1199488.0,34992
13,1199488.0,35552
14,1199488.0,32480
15,1199488.0,95824
0,1199488.0,72176
1,1199488.0,45824
2,1199488.0,80096
3,1199488.0,88448
4,1199488.0,77040
5,1199488.0,92304
6,1199488.0,85008
7,1199488.0,47408
8,1199488.0,67168
9,1199488.0,50000
10,1199488.0,33552
11,1199488.0,45984
12,1199488.0,20624
13,1199488.0,48112
14,1199488.0,60128
15,1199488.0,103664
0,1199488.0,42448
1,1199488.0,35200
2,1199488.0,86272
3,1199488.0,42256
4,1199488.0,95648
5,1199488.0,59200
6,1199488.0,56224
7,1199488.0,67952
8,1199488.0,76016
9,1199488.0,74064
10,1199488.0,52160
11,1199488.0,47072
12,1199488.0,36064
13,1199488.0,35552
14,1199488.0,45760
15,1199488.0,78656
0,1199488.0,67216
1,1199488.0,69888
2,1199488.0,54960
3,1199488.0,76016
4,1199488.0,108928
5,1199488.0,89296
6,1199488.0,106848
7,1199488.0,84768
8,1199488.0,85056
9,1199488.0,55680
10,1199488.0,31984
11,1199488.0,46704
12,1199488.0,33552
13,1199488.0,47760
14,1199488.0,32480
15,1199488.0,104736
0,1199488.0,59968
1,1199488.0,33264
2,1199488.0,93024
3,1199488.0,53616
4,1199488.0,54912
5,1199488.0,49920
6,1199488.0,47312
7,1199488.0,74848
8,1199488.0,78656
9,1199488.0,80096
10,1199488.0,72560
11,1199488.0,38512
12,1199488.0,32832
13,1199488.0,30592
14,1199488.0,58688
15,1199488.0,89296
0,1199488.0,59968
1,1199488.0,57680
2,1199488.0,50720
3,1199488.0,65600
4,1199488.0,101168
5,1199488.0,77136
6,1199488.0,84288
