ONT_Id,B_Max_bits,B_alloc_bits
5,1199488.0,11648
6,1199488.0,17152
7,1199488.0,31040
8,1199488.0,13424
9,1199488.0,40736
10,1199488.0,13776
11,1199488.0,1216
12,1199488.0,13424
13,1199488.0,12832
14,1199488.0,13424
15,1199488.0,35552
0,1199488.0,2976
1,1199488.0,25632
2,1199488.0,22112
3,1199488.0,25984
4,1199488.0,13776
5,1199488.0,42176
6,1199488.0,22112
7,1199488.0,13088
8,1199488.0,13776
9,1199488.0,10928
10,1199488.0,13424
11,1199488.0,25984
12,1199488.0,25632
13,1199488.0,13184
14,1199488.0,25984
15,1199488.0,30240
0,1199488.0,3328
1,1199488.0,25632
2,1199488.0,17152
3,1199488.0,13424
4,1199488.0,1568
5,1199488.0,24576
6,1199488.0,17152
7,1199488.0,31760
8,1199488.0,13424
9,1199488.0,41456
10,1199488.0,13776
11,1199488.0,13424
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,13424
15,1199488.0,42800
0,1199488.0,3328
1,1199488.0,13424
2,1199488.0,16800
3,1199488.0,25984
4,1199488.0,13776
5,1199488.0,19904
6,1199488.0,17152
7,1199488.0,26368
8,1199488.0,14128
9,1199488.0,11648
10,1199488.0,13424
11,1199488.0,25984
12,1199488.0,13424
13,1199488.0,12832
14,1199488.0,25984
15,1199488.0,35552
0,1199488.0,3680
1,1199488.0,25632
2,1199488.0,17152
3,1199488.0,13424
4,1199488.0,13776
5,1199488.0,24576
6,1199488.0,22112
7,1199488.0,19552
8,1199488.0,1216
9,1199488.0,41456
10,1199488.0,14128
11,1199488.0,13424
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,13424
15,1199488.0,35552
0,1199488.0,3680
1,1199488.0,13424
2,1199488.0,22112
3,1199488.0,26336
4,1199488.0,13424
5,1199488.0,20624
6,1199488.0,16800
7,1199488.0,26016
8,1199488.0,13776
9,1199488.0,11648
10,1199488.0,1216
11,1199488.0,25984
12,1199488.0,13424
13,1199488.0,13184
14,1199488.0,26336
15,1199488.0,30592
0,1199488.0,4032
1,1199488.0,13424
2,1199488.0,16800
3,1199488.0,1216
4,1199488.0,13776
5,1199488.0,24944
6,1199488.0,16800
7,1199488.0,19552
8,1199488.0,1568
9,1199488.0,30688
10,1199488.0,13776
11,1199488.0,13424
12,1199488.0,25632
13,1199488.0,12832
14,1199488.0,1216
15,1199488.0,25984
0,1199488.0,4384
1,1199488.0,14128
2,1199488.0,17152
3,1199488.0,25984
4,1199488.0,13424
5,1199488.0,20624
6,1199488.0,17152
7,1199488.0,26736
8,1199488.0,13776
9,1199488.0,12016
10,1199488.0,1216
11,1199488.0,26336
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,25984
15,1199488.0,25632
0,1199488.0,4384
1,1199488.0,1216
2,1199488.0,12192
3,1199488.0,1216
4,1199488.0,13776
5,1199488.0,25296
6,1199488.0,22464
7,1199488.0,9136
8,1199488.0,1568
9,1199488.0,29968
10,1199488.0,13776
11,1199488.0,1216
12,1199488.0,13424
13,1199488.0,12832
14,1199488.0,1216
15,1199488.0,25632
0,1199488.0,4736
1,1199488.0,13776
2,1199488.0,24752
3,1199488.0,25984
4,1199488.0,13424
5,1199488.0,21344
6,1199488.0,16800
7,1199488.0,26736
8,1199488.0,13776
9,1199488.0,12368
10,1199488.0,1568
11,1199488.0,25984
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,25984
15,1199488.0,25632
0,1199488.0,4736
1,1199488.0,1568
2,1199488.0,14128
3,1199488.0,1568
4,1199488.0,14128
5,1199488.0,26016
6,1199488.0,17152
7,1199488.0,9136
8,1199488.0,13424
9,1199488.0,30688
10,1199488.0,13776
11,1199488.0,1216
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,1568
15,1199488.0,25632
0,1199488.0,5088
1,1199488.0,13776
2,1199488.0,13072
3,1199488.0,25984
4,1199488.0,1216
5,1199488.0,22064
6,1199488.0,17152
7,1199488.0,27808
8,1199488.0,14128
9,1199488.0,13808
10,1199488.0,13424
11,1199488.0,25984
12,1199488.0,13776
13,1199488.0,12832
14,1199488.0,25984
15,1199488.0,25984
0,1199488.0,17648
1,1199488.0,1568
2,1199488.0,13776
3,1199488.0,1568
4,1199488.0,13776
5,1199488.0,38224
6,1199488.0,22112
7,1199488.0,9856
8,1199488.0,1216
9,1199488.0,30688
10,1199488.0,13776
11,1199488.0,1568
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,13424
15,1199488.0,13424
0,1199488.0,1568
1,1199488.0,13776
2,1199488.0,13072
3,1199488.0,25984
4,1199488.0,1568
5,1199488.0,19904
6,1199488.0,17152
7,1199488.0,27808
8,1199488.0,13776
9,1199488.0,13808
10,1199488.0,13424
11,1199488.0,25984
12,1199488.0,13776
13,1199488.0,12832
14,1199488.0,25984
15,1199488.0,37840
0,1199488.0,14128
1,1199488.0,1568
2,1199488.0,13776
3,1199488.0,13424
4,1199488.0,13776
5,1199488.0,38944
6,1199488.0,16800
7,1199488.0,9856
8,1199488.0,1216
9,1199488.0,31760
10,1199488.0,14128
11,1199488.0,1568
12,1199488.0,13776
13,1199488.0,13184
14,1199488.0,13424
15,1199488.0,25632
0,1199488.0,1920
1,1199488.0,14128
2,1199488.0,13424
3,1199488.0,14128
4,1199488.0,13424
5,1199488.0,8416
6,1199488.0,22112
7,1199488.0,28528
8,1199488.0,13776
9,1199488.0,26736
10,1199488.0,1216
11,1199488.0,26336
12,1199488.0,1568
13,1199488.0,13184
14,1199488.0,26336
15,1199488.0,25632
0,1199488.0,14128
1,1199488.0,1216
2,1199488.0,13776
3,1199488.0,1216
4,1199488.0,13776
5,1199488.0,38576
6,1199488.0,17152
7,1199488.0,10928
8,1199488.0,1568
9,1199488.0,8416
10,1199488.0,13776
11,1199488.0,1568
12,1199488.0,13776
13,1199488.0,12832
14,1199488.0,1216
15,1199488.0,25632
0,1199488.0,13776
1,1199488.0,13776
2,1199488.0,13424
3,1199488.0,13776
4,1199488.0,13424
