ONT_Id,B_Max_bits,B_alloc_bits
6,119488.0,13424
7,119488.0,25184
8,119488.0,4032
9,119488.0,14048
10,119488.0,1920
11,119488.0,12832
12,119488.0,4032
13,119488.0,1920
14,119488.0,2272
15,119488.0,17472
0,119488.0,5088
1,119488.0,4384
2,119488.0,9664
3,119488.0,4032
4,119488.0,13184
5,119488.0,3328
6,119488.0,1920
7,119488.0,3360
8,119488.0,4384
9,119488.0,14048
10,119488.0,2272
11,119488.0,13184
12,119488.0,4384
13,119488.0,1920
14,119488.0,2272
15,119488.0,10400
0,119488.0,5440
1,119488.0,4736
2,119488.0,10016
3,119488.0,4384
4,119488.0,13184
5,119488.0,3680
6,119488.0,1920
7,119488.0,4080
8,119488.0,16592
9,119488.0,13696
10,119488.0,14832
11,119488.0,13184
12,119488.0,4736
13,119488.0,2272
14,119488.0,2624
15,119488.0,10752
0,119488.0,5440
1,119488.0,4736
2,119488.0,10016
3,119488.0,4384
4,119488.0,13184
5,119488.0,4032
6,119488.0,2272
7,119488.0,4064
8,119488.0,13424
9,119488.0,14048
10,119488.0,1568
11,119488.0,13184
12,119488.0,5088
13,119488.0,2624
14,119488.0,15184
15,119488.0,11104
0,119488.0,5792
1,119488.0,5088
2,119488.0,10368
3,119488.0,4736
4,119488.0,12832
5,119488.0,4032
6,119488.0,14832
7,119488.0,17344
8,119488.0,1920
9,119488.0,14048
10,119488.0,1920
11,119488.0,12832
12,119488.0,5088
13,119488.0,2624
14,119488.0,1568
15,119488.0,11456
0,119488.0,6144
1,119488.0,5440
2,119488.0,10720
3,119488.0,5088
4,119488.0,13184
5,119488.0,4384
6,119488.0,1216
7,119488.0,2288
8,119488.0,2272
9,119488.0,14048
10,119488.0,2272
11,119488.0,13184
12,119488.0,5440
13,119488.0,2976
14,119488.0,1568
15,119488.0,11456
0,119488.0,6144
1,119488.0,5440
2,119488.0,11072
3,119488.0,5440
4,119488.0,13184
5,119488.0,4736
6,119488.0,1568
7,119488.0,3008
8,119488.0,2272
9,119488.0,13696
10,119488.0,2272
11,119488.0,13184
12,119488.0,18000
13,119488.0,3328
14,119488.0,1920
15,119488.0,11808
0,119488.0,6496
1,119488.0,18000
2,119488.0,11072
3,119488.0,5440
4,119488.0,12832
5,119488.0,5088
6,119488.0,1920
7,119488.0,3712
8,119488.0,2624
9,119488.0,14048
10,119488.0,14832
11,119488.0,12832
12,119488.0,1216
13,119488.0,3328
14,119488.0,14480
15,119488.0,12160
0,119488.0,6848
1,119488.0,1568
2,119488.0,11424
3,119488.0,5792
4,119488.0,13184
5,119488.0,5088
6,119488.0,1920
7,119488.0,4432
8,119488.0,2976
9,119488.0,13328
10,119488.0,1568
11,119488.0,13184
12,119488.0,1568
13,119488.0,3680
14,119488.0,1568
15,119488.0,17120
0,119488.0,6848
1,119488.0,1920
2,119488.0,11776
3,119488.0,6144
4,119488.0,13184
5,119488.0,5440
6,119488.0,2272
7,119488.0,17712
8,119488.0,2976
9,119488.0,13328
10,119488.0,1568
11,119488.0,13184
12,119488.0,1920
13,119488.0,4032
14,119488.0,1920
15,119488.0,11104
0,119488.0,7200
1,119488.0,1920
2,119488.0,11776
3,119488.0,6144
4,119488.0,13184
5,119488.0,18000
6,119488.0,2624
7,119488.0,3360
8,119488.0,3328
9,119488.0,14048
10,119488.0,14128
11,119488.0,12832
12,119488.0,1920
13,119488.0,4032
14,119488.0,2272
15,119488.0,11456
0,119488.0,7552
1,119488.0,2272
2,119488.0,12128
3,119488.0,6496
4,119488.0,12832
5,119488.0,1216
6,119488.0,2624
7,119488.0,4432
8,119488.0,3680
9,119488.0,14048
10,119488.0,1568
11,119488.0,13184
12,119488.0,2272
13,119488.0,4384
14,119488.0,14480
15,119488.0,11456
0,119488.0,7552
1,119488.0,2624
2,119488.0,12480
3,119488.0,6848
4,119488.0,13184
5,119488.0,1568
6,119488.0,2976
7,119488.0,4784
8,119488.0,3680
9,119488.0,13696
10,119488.0,1920
11,119488.0,13184
12,119488.0,2624
13,119488.0,4736
14,119488.0,13424
15,119488.0,11808
0,119488.0,7904
1,119488.0,2624
2,119488.0,12480
3,119488.0,6848
4,119488.0,13184
5,119488.0,1920
6,119488.0,3328
7,119488.0,5856
8,119488.0,4032
9,119488.0,14048
10,119488.0,1920
11,119488.0,12832
12,119488.0,2624
13,119488.0,4736
14,119488.0,1920
15,119488.0,12160
0,119488.0,8256
1,119488.0,2976
2,119488.0,12832
3,119488.0,7200
4,119488.0,12832
5,119488.0,1920
6,119488.0,3328
7,119488.0,5856
8,119488.0,4384
9,119488.0,14048
10,119488.0,2272
11,119488.0,13184
12,119488.0,2976
13,119488.0,5088
14,119488.0,1920
15,119488.0,12160
0,119488.0,8256
1,119488.0,2976
2,119488.0,13184
3,119488.0,7552
4,119488.0,13184
5,119488.0,2272
6,119488.0,3680
7,119488.0,5840
8,119488.0,4384
9,119488.0,13696
10,119488.0,14480
11,119488.0,12832
12,119488.0,3328
13,119488.0,5440
14,119488.0,14480
15,119488.0,17472
0,119488.0,8608
1,119488.0,3328
2,119488.0,12832
3,119488.0,7552
4,119488.0,12832
5,119488.0,2624
6,119488.0,4032
7,119488.0,6192
8,119488.0,4736
9,119488.0,14048
10,119488.0,1568
11,119488.0,13184
12,119488.0,3328
13,119488.0,17648
14,119488.0,1920
15,119488.0,10752
0,119488.0,8960
1,119488.0,3680
2,119488.0,25392
3,119488.0,7904
4,119488.0,13184
5,119488.0,2624
6,119488.0,4032
7,119488.0,6192
8,119488.0,5088
9,119488.0,14048
10,119488.0,1920
11,119488.0,13184
12,119488.0,15888
13,119488.0,1568
14,119488.0,1920
15,119488.0,10752
0,119488.0,8960
1,119488.0,4032
2,119488.0,1568
3,119488.0,8256
4,119488.0,13184
5,119488.0,2976
6,119488.0,16592
7,119488.0,18384
8,119488.0,17296
9,119488.0,13696
10,119488.0,2272
11,119488.0,18144
12,119488.0,13424
13,119488.0,1920
14,119488.0,2272
15,119488.0,11104
0,119488.0,9312
1,119488.0,4032
2,119488.0,1568
3,119488.0,8256
4,119488.0,13184
5,119488.0,3328
6,119488.0,1568
7,119488.0,13424
8,119488.0,1568
9,119488.0,14048
10,119488.0,2272
11,119488.0,13216
12,119488.0,1920
13,119488.0,2272
14,119488.0,2624
15,119488.0,11456
0,119488.0,9664
1,119488.0,4384
2,119488.0,1920
3,119488.0,8608
4,119488.0,12832
5,119488.0,3680
6,119488.0,1920
7,119488.0,1920
8,119488.0,1920
9,119488.0,14048
10,119488.0,14832
11,119488.0,12864
12,119488.0,1920
13,119488.0,2272
14,119488.0,2976
15,119488.0,11808
0,119488.0,10016
1,119488.0,4736
2,119488.0,2272
3,119488.0,8960
4,119488.0,13184
5,119488.0,3680
6,119488.0,1920
7,119488.0,1920
8,119488.0,14128
9,119488.0,13328
10,119488.0,13424
11,119488.0,13216
12,119488.0,2272
13,119488.0,2624
14,119488.0,2976
15,119488.0,11808
0,119488.0,10016
1,119488.0,4736
2,119488.0,2624
3,119488.0,9312
4,119488.0,13184
5,119488.0,4032
6,119488.0,2272
7,119488.0,2272
8,119488.0,1568
9,119488.0,13328
10,119488.0,1568
11,119488.0,13216
12,119488.0,2624
13,119488.0,2976
14,119488.0,15536
15,119488.0,12160
0,119488.0,10368
1,119488.0,5088
2,119488.0,2624
3,119488.0,9312
4,119488.0,12832
5,119488.0,4384
6,119488.0,14832
7,119488.0,2624
8,119488.0,1920
9,119488.0,14048
10,119488.0,1920
11,119488.0,12864
12,119488.0,2624
13,119488.0,2976
14,119488.0,1568
15,119488.0,17472
0,119488.0,10720
1,119488.0,5440
2,119488.0,2976
3,119488.0,9664
4,119488.0,13184
5,119488.0,4384
6,119488.0,1568
7,119488.0,14832
8,119488.0,2272
9,119488.0,14048
10,119488.0,2272
11,119488.0,13216
12,119488.0,2976
13,119488.0,3328
14,119488.0,1568
15,119488.0,10752
0,119488.0,10720
1,119488.0,18000
2,119488.0,3328
3,119488.0,10016
4,119488.0,13184
5,119488.0,4736
6,119488.0,1920
7,119488.0,13424
8,119488.0,2272
9,119488.0,13696
10,119488.0,14480
11,119488.0,18176
12,119488.0,15536
13,119488.0,3680
14,119488.0,14128
15,119488.0,11104
0,119488.0,11072
1,119488.0,1216
2,119488.0,3328
3,119488.0,10016
4,119488.0,13184
5,119488.0,5088
6,119488.0,2272
7,119488.0,1920
8,119488.0,2624
9,119488.0,14048
10,119488.0,13424
11,119488.0,10752
12,119488.0,1920
13,119488.0,4032
14,119488.0,1568
15,119488.0,11456
0,119488.0,11424
1,119488.0,1568
2,119488.0,3680
3,119488.0,10368
4,119488.0,12832
5,119488.0,5440
6,119488.0,2624
7,119488.0,14480
8,119488.0,2976
9,119488.0,26256
