ONT_Id,B_Max_bits,B_alloc_bits
12,1199488.0,18384
13,1199488.0,13184
14,1199488.0,13424
15,1199488.0,25984
0,1199488.0,38192
1,1199488.0,12832
2,1199488.0,1216
3,1199488.0,12544
4,1199488.0,29008
5,1199488.0,13776
6,1199488.0,13072
7,1199488.0,18832
8,1199488.0,18384
9,1199488.0,13424
10,1199488.0,9312
11,1199488.0,37536
12,1199488.0,77840
13,1199488.0,13184
14,1199488.0,14128
15,1199488.0,13424
0,1199488.0,13424
1,1199488.0,25392
2,1199488.0,13776
3,1199488.0,8288
4,1199488.0,23696
5,1199488.0,13424
6,1199488.0,13776
7,1199488.0,19200
8,1199488.0,40864
9,1199488.0,13776
10,1199488.0,9312
11,1199488.0,22096
12,1199488.0,23344
13,1199488.0,17792
14,1199488.0,1216
15,1199488.0,38192
0,1199488.0,38192
1,1199488.0,1568
2,1199488.0,13424
3,1199488.0,8640
4,1199488.0,23344
5,1199488.0,14128
6,1199488.0,13424
7,1199488.0,19552
8,1199488.0,11136
9,1199488.0,13424
10,1199488.0,9664
11,1199488.0,38256
12,1199488.0,62256
13,1199488.0,23136
14,1199488.0,13776
15,1199488.0,13424
0,1199488.0,13424
1,1199488.0,13776
2,1199488.0,13776
3,1199488.0,8640
4,1199488.0,28656
5,1199488.0,1216
6,1199488.0,13776
7,1199488.0,19200
8,1199488.0,36256
9,1199488.0,14128
10,1199488.0,10016
11,1199488.0,23888
12,1199488.0,38192
13,1199488.0,17152
14,1199488.0,1568
15,1199488.0,38544
0,1199488.0,38544
1,1199488.0,1568
2,1199488.0,13424
3,1199488.0,4384
4,1199488.0,18384
5,1199488.0,13776
6,1199488.0,13424
7,1199488.0,19200
8,1199488.0,6176
9,1199488.0,1216
10,1199488.0,10016
11,1199488.0,37536
12,1199488.0,13424
13,1199488.0,16800
14,1199488.0,13776
15,1199488.0,25632
0,1199488.0,1216
1,1199488.0,13776
2,1199488.0,13776
3,1199488.0,4736
4,1199488.0,24048
5,1199488.0,1568
6,1199488.0,14128
7,1199488.0,19552
8,1199488.0,40864
9,1199488.0,13776
10,1199488.0,10368
11,1199488.0,23888
12,1199488.0,50048
13,1199488.0,17152
14,1199488.0,1568
15,1199488.0,37840
0,1199488.0,38192
1,1199488.0,1568
2,1199488.0,13424
3,1199488.0,4736
4,1199488.0,11136
5,1199488.0,13776
6,1199488.0,1216
7,1199488.0,18480
8,1199488.0,11136
9,1199488.0,1216
10,1199488.0,10368
11,1199488.0,31408
12,1199488.0,25280
13,1199488.0,22112
14,1199488.0,13776
15,1199488.0,25984
0,1199488.0,13776
1,1199488.0,14128
2,1199488.0,14128
3,1199488.0,5088
4,1199488.0,28656
5,1199488.0,1568
6,1199488.0,13776
7,1199488.0,19552
8,1199488.0,28656
9,1199488.0,13776
10,1199488.0,10720
11,1199488.0,13088
12,1199488.0,50048
13,1199488.0,16800
14,1199488.0,1568
15,1199488.0,25632
0,1199488.0,37488
1,1199488.0,1216
2,1199488.0,1216
3,1199488.0,5088
4,1199488.0,6176
5,1199488.0,13776
6,1199488.0,1568
7,1199488.0,19552
8,1199488.0,6528
9,1199488.0,1568
10,1199488.0,11072
11,1199488.0,31760
12,1199488.0,25632
13,1199488.0,17152
14,1199488.0,14128
15,1199488.0,25984
0,1199488.0,13776
1,1199488.0,13776
2,1199488.0,13776
3,1199488.0,5440
4,1199488.0,28656
5,1199488.0,1568
6,1199488.0,13776
7,1199488.0,19200
8,1199488.0,16448
9,1199488.0,13776
10,1199488.0,11072
11,1199488.0,26016
12,1199488.0,37840
13,1199488.0,22112
14,1199488.0,1568
15,1199488.0,37488
0,1199488.0,37488
1,1199488.0,1568
2,1199488.0,1568
3,1199488.0,5792
4,1199488.0,11488
5,1199488.0,14128
6,1199488.0,1568
7,1199488.0,19552
8,1199488.0,17152
9,1199488.0,1568
10,1199488.0,11424
11,1199488.0,8416
12,1199488.0,25632
13,1199488.0,16800
14,1199488.0,14128
15,1199488.0,25984
0,1199488.0,13776
1,1199488.0,13776
2,1199488.0,25984
3,1199488.0,5792
4,1199488.0,28656
5,1199488.0,1568
6,1199488.0,25984
7,1199488.0,18480
8,1199488.0,29008
9,1199488.0,14128
10,1199488.0,11776
11,1199488.0,26368
12,1199488.0,37840
13,1199488.0,17152
14,1199488.0,1568
