ONT_Id,B_Max_bits,B_alloc_bits
2,119488.0,1568
3,119488.0,3680
4,119488.0,2624
5,119488.0,10016
6,119488.0,13184
7,119488.0,8256
8,119488.0,8288
9,119488.0,1568
10,119488.0,1920
11,119488.0,5856
12,119488.0,14048
13,119488.0,13424
14,119488.0,2976
15,119488.0,4784
0,119488.0,1216
1,119488.0,7552
2,119488.0,1920
3,119488.0,4032
4,119488.0,15184
5,119488.0,10368
6,119488.0,13184
7,119488.0,8608
8,119488.0,33056
9,119488.0,1568
10,119488.0,1920
11,119488.0,6208
12,119488.0,14048
13,119488.0,1920
14,119488.0,3328
15,119488.0,5136
0,119488.0,1568
1,119488.0,7552
2,119488.0,1920
3,119488.0,4032
4,119488.0,1568
5,119488.0,10720
6,119488.0,13184
7,119488.0,8960
8,119488.0,13424
9,119488.0,1920
10,119488.0,2272
11,119488.0,7280
12,119488.0,13696
13,119488.0,2272
14,119488.0,3680
15,119488.0,5120
0,119488.0,1920
1,119488.0,7904
2,119488.0,7232
3,119488.0,4384
4,119488.0,1920
5,119488.0,10720
6,119488.0,12832
7,119488.0,8960
8,119488.0,6880
9,119488.0,2272
10,119488.0,2624
11,119488.0,20560
12,119488.0,14048
13,119488.0,2272
14,119488.0,3680
15,119488.0,5120
0,119488.0,1920
1,119488.0,7904
2,119488.0,7584
3,119488.0,4736
4,119488.0,2272
5,119488.0,11072
6,119488.0,13184
7,119488.0,9312
8,119488.0,6880
9,119488.0,2272
10,119488.0,2976
11,119488.0,14144
12,119488.0,14048
13,119488.0,2624
14,119488.0,4032
15,119488.0,5472
0,119488.0,2272
1,119488.0,8256
2,119488.0,7584
3,119488.0,4736
4,119488.0,2624
5,119488.0,11424
6,119488.0,13184
7,119488.0,9664
8,119488.0,7232
9,119488.0,2624
10,119488.0,2976
11,119488.0,3008
12,119488.0,13696
13,119488.0,2976
14,119488.0,4384
15,119488.0,5456
0,119488.0,2624
1,119488.0,8608
2,119488.0,7936
3,119488.0,5088
4,119488.0,2624
5,119488.0,11424
6,119488.0,12832
7,119488.0,9664
8,119488.0,7584
9,119488.0,2976
10,119488.0,3328
11,119488.0,4080
12,119488.0,14048
13,119488.0,2976
14,119488.0,4384
15,119488.0,5456
0,119488.0,2624
1,119488.0,8608
2,119488.0,8288
3,119488.0,5440
4,119488.0,2976
5,119488.0,11776
6,119488.0,13184
7,119488.0,10016
8,119488.0,2976
9,119488.0,2976
10,119488.0,3328
11,119488.0,4784
12,119488.0,13328
13,119488.0,3328
14,119488.0,4736
15,119488.0,5808
0,119488.0,2976
1,119488.0,8960
2,119488.0,8288
3,119488.0,5440
4,119488.0,2976
5,119488.0,11776
6,119488.0,13184
7,119488.0,10368
8,119488.0,3328
9,119488.0,3328
10,119488.0,3680
11,119488.0,4784
12,119488.0,13328
13,119488.0,3328
14,119488.0,5088
15,119488.0,5792
0,119488.0,3328
1,119488.0,9312
2,119488.0,4032
3,119488.0,18000
4,119488.0,3328
5,119488.0,12128
6,119488.0,12832
7,119488.0,10368
8,119488.0,3328
9,119488.0,3680
10,119488.0,4032
11,119488.0,5136
12,119488.0,14048
13,119488.0,3680
14,119488.0,17296
15,119488.0,5792
0,119488.0,3328
1,119488.0,9312
2,119488.0,4032
3,119488.0,1568
4,119488.0,3680
5,119488.0,12480
6,119488.0,13184
7,119488.0,10720
8,119488.0,3680
9,119488.0,3680
10,119488.0,4032
11,119488.0,4768
12,119488.0,14048
13,119488.0,4032
14,119488.0,1568
15,119488.0,6144
0,119488.0,3680
1,119488.0,9664
2,119488.0,9344
3,119488.0,1568
4,119488.0,3680
5,119488.0,12480
6,119488.0,13184
7,119488.0,11072
8,119488.0,8992
9,119488.0,4032
10,119488.0,16592
11,119488.0,5120
12,119488.0,13696
13,119488.0,4032
14,119488.0,13776
15,119488.0,6496
0,119488.0,4032
1,119488.0,10016
2,119488.0,9696
3,119488.0,1920
4,119488.0,4032
5,119488.0,12832
6,119488.0,12832
7,119488.0,11072
8,119488.0,8992
9,119488.0,4384
10,119488.0,1920
11,119488.0,5472
12,119488.0,14048
13,119488.0,4384
14,119488.0,13424
15,119488.0,6496
0,119488.0,4032
1,119488.0,10016
2,119488.0,10048
3,119488.0,2272
4,119488.0,4384
5,119488.0,13184
6,119488.0,13184
7,119488.0,11424
8,119488.0,9344
9,119488.0,4384
10,119488.0,1920
11,119488.0,5104
12,119488.0,14048
13,119488.0,4736
14,119488.0,1920
15,119488.0,6848
0,119488.0,4384
1,119488.0,10368
2,119488.0,10048
3,119488.0,2272
4,119488.0,4384
5,119488.0,12832
6,119488.0,13184
7,119488.0,11776
8,119488.0,9696
9,119488.0,4736
10,119488.0,2272
11,119488.0,5456
12,119488.0,13696
13,119488.0,4736
14,119488.0,1920
15,119488.0,7200
0,119488.0,4736
1,119488.0,10720
2,119488.0,10400
3,119488.0,2624
4,119488.0,4736
5,119488.0,13184
6,119488.0,12832
7,119488.0,11776
8,119488.0,10048
9,119488.0,5088
10,119488.0,2624
11,119488.0,5808
12,119488.0,14048
13,119488.0,5088
14,119488.0,2272
15,119488.0,7200
0,119488.0,4736
1,119488.0,10720
2,119488.0,10400
3,119488.0,2976
4,119488.0,5088
5,119488.0,13184
6,119488.0,13184
7,119488.0,12128
8,119488.0,10048
9,119488.0,5088
10,119488.0,14832
11,119488.0,5440
12,119488.0,25184
13,119488.0,5440
14,119488.0,14832
15,119488.0,7552
0,119488.0,5088
1,119488.0,11072
2,119488.0,10752
3,119488.0,2976
4,119488.0,5088
5,119488.0,12832
6,119488.0,12832
7,119488.0,12480
8,119488.0,10400
9,119488.0,5440
10,119488.0,13424
11,119488.0,5792
12,119488.0,14144
13,119488.0,5440
14,119488.0,1920
15,119488.0,7904
0,119488.0,5440
1,119488.0,11424
2,119488.0,16064
3,119488.0,3328
4,119488.0,5440
5,119488.0,13184
6,119488.0,13184
7,119488.0,12832
8,119488.0,10752
9,119488.0,18000
10,119488.0,1920
11,119488.0,6144
12,119488.0,3360
13,119488.0,5792
14,119488.0,1920
15,119488.0,7904
0,119488.0,18000
1,119488.0,11776
2,119488.0,10752
3,119488.0,3680
4,119488.0,18000
5,119488.0,13184
6,119488.0,13184
7,119488.0,12832
8,119488.0,23312
9,119488.0,1568
10,119488.0,2272
11,119488.0,6496
12,119488.0,4432
13,119488.0,6144
14,119488.0,2272
15,119488.0,8256
0,119488.0,1568
1,119488.0,11776
2,119488.0,11104
3,119488.0,4032
4,119488.0,1568
5,119488.0,13184
6,119488.0,13184
7,119488.0,13184
8,119488.0,13776
9,119488.0,1920
10,119488.0,2624
11,119488.0,6848
12,119488.0,5136
13,119488.0,6496
14,119488.0,2624
15,119488.0,8608
0,119488.0,1920
1,119488.0,12128
2,119488.0,11104
3,119488.0,4032
4,119488.0,1920
5,119488.0,13184
6,119488.0,13184
7,119488.0,13184
8,119488.0,1568
9,119488.0,1920
10,119488.0,2624
11,119488.0,6848
12,119488.0,6208
13,119488.0,6848
14,119488.0,2976
15,119488.0,8960
0,119488.0,2272
1,119488.0,12480
2,119488.0,11456
3,119488.0,4384
4,119488.0,1920
5,119488.0,12832
6,119488.0,12832
7,119488.0,13184
8,119488.0,1920
9,119488.0,2272
10,119488.0,2976
11,119488.0,19408
12,119488.0,6560
13,119488.0,6848
14,119488.0,2976
15,119488.0,8960
0,119488.0,2624
1,119488.0,12832
2,119488.0,11808
3,119488.0,4736
4,119488.0,2272
5,119488.0,13184
6,119488.0,13184
7,119488.0,12832
8,119488.0,2272
9,119488.0,2624
10,119488.0,3328
11,119488.0,1568
12,119488.0,7632
13,119488.0,7200
14,119488.0,3328
15,119488.0,9312
0,119488.0,2624
1,119488.0,12832
2,119488.0,11808
3,119488.0,5088
4,119488.0,2624
5,119488.0,13184
6,119488.0,13184
7,119488.0,13184
8,119488.0,2272
9,119488.0,2624
10,119488.0,3328
11,119488.0,1568
12,119488.0,8352
13,119488.0,7552
14,119488.0,3680
15,119488.0,9664
0,119488.0,2976
1,119488.0,13184
2,119488.0,12160
3,119488.0,5088
4,119488.0,2624
5,119488.0,12832
6,119488.0,13184
7,119488.0,13184
8,119488.0,2624
9,119488.0,2976
10,119488.0,3680
11,119488.0,1920
12,119488.0,9056
13,119488.0,7552
14,119488.0,3680
15,119488.0,9664
0,119488.0,3328
1,119488.0,18144
2,119488.0,17472
3,119488.0,5440
4,119488.0,2976
5,119488.0,13184
6,119488.0,12832
7,119488.0,12832
8,119488.0,2624
9,119488.0,2976
10,119488.0,4032
11,119488.0,2272
12,119488.0,10128
13,119488.0,7904
14,119488.0,4032
15,119488.0,10016
0,119488.0,3328
1,119488.0,12864
2,119488.0,10752
3,119488.0,18000
4,119488.0,3328
5,119488.0,13184
6,119488.0,13184
7,119488.0,13184
8,119488.0,2976
9,119488.0,3328
10,119488.0,4032
11,119488.0,2272
12,119488.0,23056
13,119488.0,8256
14,119488.0,16592
15,119488.0,10368
0,119488.0,3680
1,119488.0,13216
2,119488.0,11104
3,119488.0,1216
4,119488.0,3328
5,119488.0,12832
6,119488.0,13184
7,119488.0,13184
8,119488.0,3328
9,119488.0,3680
10,119488.0,4384
11,119488.0,2624
12,119488.0,2656
13,119488.0,8256
14,119488.0,1568
15,119488.0,10720
0,119488.0,4032
1,119488.0,13216
2,119488.0,11456
