ONT_Id,B_Max_bits,B_alloc_bits
11,119488.0,4384
12,119488.0,2976
13,119488.0,2272
14,119488.0,12832
15,119488.0,3328
0,119488.0,3328
1,119488.0,12160
2,119488.0,8256
3,119488.0,1568
4,119488.0,3008
5,119488.0,14048
6,119488.0,13184
7,119488.0,4032
8,119488.0,10048
9,119488.0,13184
10,119488.0,13184
11,119488.0,4736
12,119488.0,3328
13,119488.0,14832
14,119488.0,13184
15,119488.0,3328
0,119488.0,3680
1,119488.0,17472
2,119488.0,8608
3,119488.0,1920
4,119488.0,4080
5,119488.0,14048
6,119488.0,12832
7,119488.0,4032
8,119488.0,10048
9,119488.0,12832
10,119488.0,13184
11,119488.0,5088
12,119488.0,3680
13,119488.0,13424
14,119488.0,13184
15,119488.0,3680
0,119488.0,3680
1,119488.0,10400
2,119488.0,8960
3,119488.0,2272
4,119488.0,4784
5,119488.0,14048
6,119488.0,13184
7,119488.0,4384
8,119488.0,10400
9,119488.0,13184
10,119488.0,12832
11,119488.0,5440
12,119488.0,4032
13,119488.0,1920
14,119488.0,13184
15,119488.0,4032
0,119488.0,4032
1,119488.0,10752
2,119488.0,8960
3,119488.0,2272
4,119488.0,5504
5,119488.0,14048
6,119488.0,13184
7,119488.0,4736
8,119488.0,10752
9,119488.0,13184
10,119488.0,13184
11,119488.0,5440
12,119488.0,4032
13,119488.0,1920
14,119488.0,13184
15,119488.0,4384
0,119488.0,4384
1,119488.0,11104
2,119488.0,9312
3,119488.0,14832
4,119488.0,5856
5,119488.0,13696
6,119488.0,12832
7,119488.0,4736
8,119488.0,11104
9,119488.0,13184
10,119488.0,13184
11,119488.0,18000
12,119488.0,4384
13,119488.0,2272
14,119488.0,12832
15,119488.0,4384
0,119488.0,4384
1,119488.0,11104
2,119488.0,9664
3,119488.0,1568
4,119488.0,6560
5,119488.0,14048
6,119488.0,13184
7,119488.0,5088
8,119488.0,23312
9,119488.0,12832
10,119488.0,13184
11,119488.0,13424
12,119488.0,16944
13,119488.0,2624
14,119488.0,13184
15,119488.0,4736
0,119488.0,4736
1,119488.0,11456
2,119488.0,9664
3,119488.0,1920
4,119488.0,7632
5,119488.0,14048
6,119488.0,13184
7,119488.0,5440
8,119488.0,13424
9,119488.0,13184
10,119488.0,13184
11,119488.0,1920
12,119488.0,1568
13,119488.0,2976
14,119488.0,13184
15,119488.0,5088
0,119488.0,5088
1,119488.0,11808
2,119488.0,10016
3,119488.0,2272
4,119488.0,8704
5,119488.0,14048
6,119488.0,13184
7,119488.0,5792
8,119488.0,6880
9,119488.0,13184
10,119488.0,12832
11,119488.0,2272
12,119488.0,1920
13,119488.0,3328
14,119488.0,25392
15,119488.0,5440
0,119488.0,5440
1,119488.0,17120
2,119488.0,10368
3,119488.0,2272
4,119488.0,9056
5,119488.0,13696
6,119488.0,13184
7,119488.0,18352
8,119488.0,7232
9,119488.0,13184
10,119488.0,13184
11,119488.0,2272
12,119488.0,1920
13,119488.0,3328
14,119488.0,1920
15,119488.0,5792
0,119488.0,5792
1,119488.0,10752
2,119488.0,10720
3,119488.0,2624
4,119488.0,10128
5,119488.0,14048
6,119488.0,12832
7,119488.0,1920
8,119488.0,7584
9,119488.0,13184
10,119488.0,13184
11,119488.0,2624
12,119488.0,2272
13,119488.0,3680
14,119488.0,1920
15,119488.0,5792
0,119488.0,5792
1,119488.0,11104
2,119488.0,11072
3,119488.0,2976
4,119488.0,10832
5,119488.0,14048
6,119488.0,13184
7,119488.0,1920
8,119488.0,7584
9,119488.0,12832
10,119488.0,13184
11,119488.0,2976
12,119488.0,14832
13,119488.0,4032
14,119488.0,2272
15,119488.0,18352
0,119488.0,30560
1,119488.0,11104
2,119488.0,11072
3,119488.0,2976
4,119488.0,11904
5,119488.0,14048
6,119488.0,13184
7,119488.0,2272
8,119488.0,7936
9,119488.0,13184
10,119488.0,12832
11,119488.0,2976
12,119488.0,1568
13,119488.0,4384
14,119488.0,2624
15,119488.0,1568
0,119488.0,1568
1,119488.0,11456
2,119488.0,11424
3,119488.0,3328
4,119488.0,12976
5,119488.0,14048
6,119488.0,13184
7,119488.0,2624
8,119488.0,3680
9,119488.0,13184
10,119488.0,13184
11,119488.0,3328
12,119488.0,1568
13,119488.0,16944
14,119488.0,2976
15,119488.0,1920
0,119488.0,1920
1,119488.0,11808
2,119488.0,11776
3,119488.0,3680
4,119488.0,13328
5,119488.0,13696
6,119488.0,12832
7,119488.0,2976
8,119488.0,4032
9,119488.0,13184
10,119488.0,13184
11,119488.0,3680
12,119488.0,1920
13,119488.0,1568
14,119488.0,2976
15,119488.0,1920
0,119488.0,1920
1,119488.0,12160
2,119488.0,12128
3,119488.0,4032
4,119488.0,14048
5,119488.0,14048
6,119488.0,13184
7,119488.0,2976
8,119488.0,4032
9,119488.0,25040
10,119488.0,13184
11,119488.0,4032
12,119488.0,2272
13,119488.0,1920
14,119488.0,3328
15,119488.0,2272
0,119488.0,2272
1,119488.0,12160
2,119488.0,12128
3,119488.0,4032
4,119488.0,13696
5,119488.0,13328
6,119488.0,13184
7,119488.0,3328
8,119488.0,9344
9,119488.0,13424
10,119488.0,12832
11,119488.0,4032
12,119488.0,2624
13,119488.0,2272
14,119488.0,3680
15,119488.0,2624
0,119488.0,7584
1,119488.0,17472
2,119488.0,12480
3,119488.0,4384
4,119488.0,14048
5,119488.0,13328
6,119488.0,12832
7,119488.0,3680
8,119488.0,9696
9,119488.0,1920
10,119488.0,13184
11,119488.0,4384
12,119488.0,2624
13,119488.0,2272
14,119488.0,3680
15,119488.0,2624
0,119488.0,7584
1,119488.0,11104
2,119488.0,12832
3,119488.0,16944
4,119488.0,14048
5,119488.0,14048
6,119488.0,13184
7,119488.0,3680
8,119488.0,9696
9,119488.0,2272
10,119488.0,13184
11,119488.0,4736
12,119488.0,2976
13,119488.0,2624
14,119488.0,4032
15,119488.0,2976
0,119488.0,7936
1,119488.0,11104
2,119488.0,12832
3,119488.0,1920
4,119488.0,14048
5,119488.0,14048
6,119488.0,13184
7,119488.0,4032
8,119488.0,10048
9,119488.0,2272
10,119488.0,12832
11,119488.0,4736
12,119488.0,3328
13,119488.0,15184
14,119488.0,4384
15,119488.0,3328
0,119488.0,8288
1,119488.0,11456
2,119488.0,13184
3,119488.0,1920
4,119488.0,13696
5,119488.0,13696
6,119488.0,13184
7,119488.0,4384
8,119488.0,10400
9,119488.0,2624
10,119488.0,13184
11,119488.0,5088
12,119488.0,3328
13,119488.0,1216
14,119488.0,4384
15,119488.0,3328
0,119488.0,8640
1,119488.0,11808
2,119488.0,13184
3,119488.0,2272
4,119488.0,14048
5,119488.0,14048
6,119488.0,12832
7,119488.0,4384
8,119488.0,10400
9,119488.0,2976
10,119488.0,13184
11,119488.0,5440
12,119488.0,3680
13,119488.0,1568
14,119488.0,4736
15,119488.0,3680
0,119488.0,4032
1,119488.0,11808
2,119488.0,12832
3,119488.0,2624
4,119488.0,13328
5,119488.0,14048
6,119488.0,13184
7,119488.0,4736
8,119488.0,22960
9,119488.0,2976
10,119488.0,12832
11,119488.0,5440
12,119488.0,4032
13,119488.0,1920
14,119488.0,5088
15,119488.0,4032
0,119488.0,4384
1,119488.0,12160
2,119488.0,13184
3,119488.0,14832
4,119488.0,13328
5,119488.0,13696
6,119488.0,13184
7,119488.0,5088
8,119488.0,1568
9,119488.0,3328
10,119488.0,13184
11,119488.0,18000
12,119488.0,4032
13,119488.0,1920
14,119488.0,5088
15,119488.0,4032
0,119488.0,9696
1,119488.0,17472
2,119488.0,13184
3,119488.0,1568
4,119488.0,14048
5,119488.0,14048
6,119488.0,12832
7,119488.0,5088
8,119488.0,14128
9,119488.0,3680
10,119488.0,13184
11,119488.0,13424
12,119488.0,16592
13,119488.0,2272
14,119488.0,5440
15,119488.0,4384
0,119488.0,9696
1,119488.0,10400
2,119488.0,13184
3,119488.0,1920
4,119488.0,14048
5,119488.0,13328
6,119488.0,13184
7,119488.0,5440
8,119488.0,1216
9,119488.0,3680
10,119488.0,13184
11,119488.0,1920
12,119488.0,13424
13,119488.0,2624
14,119488.0,5792
15,119488.0,4736
0,119488.0,10048
1,119488.0,10752
2,119488.0,12832
3,119488.0,2272
4,119488.0,14048
5,119488.0,12960
6,119488.0,13184
7,119488.0,5792
8,119488.0,1568
9,119488.0,4032
10,119488.0,12832
11,119488.0,1920
12,119488.0,1920
13,119488.0,2976
14,119488.0,18352
15,119488.0,5088
0,119488.0,10400
1,119488.0,11104
2,119488.0,13184
3,119488.0,2272
4,119488.0,13328
5,119488.0,12960
6,119488.0,13184
7,119488.0,18352
8,119488.0,1920
9,119488.0,4384
10,119488.0,13184
11,119488.0,2272
12,119488.0,1920
13,119488.0,2976
14,119488.0,1568
15,119488.0,5440
0,119488.0,10752
1,119488.0,11456
2,119488.0,13184
3,119488.0,2624
4,119488.0,14048
5,119488.0,13312
6,119488.0,12832
7,119488.0,1920
8,119488.0,2272
9,119488.0,4736
10,119488.0,13184
11,119488.0,2624
12,119488.0,2272
13,119488.0,3328
14,119488.0,1920
15,119488.0,5440
0,119488.0,10752
1,119488.0,11456
2,119488.0,13184
3,119488.0,2976
4,119488.0,14048
5,119488.0,13296
6,119488.0,13184
7,119488.0,1920
8,119488.0,2272
9,119488.0,4736
10,119488.0,12832
11,119488.0,2976
12,119488.0,14832
13,119488.0,3680
14,119488.0,2272
15,119488.0,5792
0,119488.0,35520
1,119488.0,11808
2,119488.0,12832
3,119488.0,2976
4,119488.0,13696
5,119488.0,12928
6,119488.0,13184
7,119488.0,2272
8,119488.0,2624
9,119488.0,5088
10,119488.0,13184
11,119488.0,2976
12,119488.0,1216
13,119488.0,3680
14,119488.0,2272
15,119488.0,6144
0,119488.0,6528
1,119488.0,12160
2,119488.0,13184
3,119488.0,3328
4,119488.0,14048
5,119488.0,12928
6,119488.0,13184
7,119488.0,2624
8,119488.0,2976
9,119488.0,5440
10,119488.0,13184
11,119488.0,3328
12,119488.0,1568
13,119488.0,16240
14,119488.0,2624
15,119488.0,6144
0,119488.0,6880
1,119488.0,17472
2,119488.0,13184
3,119488.0,3680
4,119488.0,14048
5,119488.0,13280
6,119488.0,12832
7,119488.0,2624
8,119488.0,2976
9,119488.0,5792
10,119488.0,13184
11,119488.0,3680
12,119488.0,1920
13,119488.0,13424
14,119488.0,2976
15,119488.0,6496
0,119488.0,6880
1,119488.0,11104
2,119488.0,12832
3,119488.0,4032
4,119488.0,26256
5,119488.0,13264
6,119488.0,13184
7,119488.0,2976
8,119488.0,3328
9,119488.0,5792
10,119488.0,12832
11,119488.0,3680
12,119488.0,2272
13,119488.0,1920
14,119488.0,3328
15,119488.0,6848
0,119488.0,7232
1,119488.0,11456
2,119488.0,13184
3,119488.0,4032
4,119488.0,3360
5,119488.0,13264
6,119488.0,13184
7,119488.0,3328
8,119488.0,3680
9,119488.0,18352
10,119488.0,13184
11,119488.0,4032
12,119488.0,2272
13,119488.0,1920
14,119488.0,3328
15,119488.0,6848
0,119488.0,2976
1,119488.0,11808
2,119488.0,13184
3,119488.0,4384
4,119488.0,4080
5,119488.0,12896
6,119488.0,12832
7,119488.0,3680
