ONT_Id,B_Max_bits,B_alloc_bits
6,1199488.0,23296
7,1199488.0,47760
8,1199488.0,69888
9,1199488.0,47200
10,1199488.0,53744
11,1199488.0,75184
12,1199488.0,45472
13,1199488.0,75136
14,1199488.0,47744
15,1199488.0,32704
0,1199488.0,44352
1,1199488.0,45472
2,1199488.0,23696
3,1199488.0,53680
4,1199488.0,43184
5,1199488.0,41216
6,1199488.0,92528
7,1199488.0,59968
8,1199488.0,35552
9,1199488.0,56528
10,1199488.0,92176
11,1199488.0,37840
12,1199488.0,35552
13,1199488.0,91584
14,1199488.0,65264
15,1199488.0,31984
0,1199488.0,45424
1,1199488.0,64928
2,1199488.0,35552
3,1199488.0,64096
4,1199488.0,62640
5,1199488.0,28304
6,1199488.0,36224
7,1199488.0,82096
8,1199488.0,65280
9,1199488.0,36064
10,1199488.0,28256
11,1199488.0,62256
12,1199488.0,57680
13,1199488.0,93024
14,1199488.0,65264
15,1199488.0,33776
0,1199488.0,27104
1,1199488.0,52720
2,1199488.0,23696
3,1199488.0,40032
4,1199488.0,45472
5,1199488.0,30592
6,1199488.0,87216
7,1199488.0,59616
8,1199488.0,55392
9,1199488.0,44688
10,1199488.0,85408
11,1199488.0,50400
12,1199488.0,45472
13,1199488.0,98112
14,1199488.0,37744
15,1199488.0,32704
0,1199488.0,49744
1,1199488.0,47408
2,1199488.0,55008
3,1199488.0,65888
4,1199488.0,62000
5,1199488.0,35904
6,1199488.0,49152
7,1199488.0,59968
8,1199488.0,52720
9,1199488.0,48992
10,1199488.0,31264
11,1199488.0,61904
12,1199488.0,45472
13,1199488.0,74416
14,1199488.0,64544
15,1199488.0,58912
0,1199488.0,16336
1,1199488.0,47760
2,1199488.0,18384
3,1199488.0,53680
4,1199488.0,46864
5,1199488.0,23344
6,1199488.0,84336
7,1199488.0,82096
8,1199488.0,62992
9,1199488.0,32832
10,1199488.0,77088
11,1199488.0,62256
12,1199488.0,52720
13,1199488.0,91584
14,1199488.0,61312
15,1199488.0,33776
0,1199488.0,38256
1,1199488.0,35552
2,1199488.0,72176
3,1199488.0,72336
4,1199488.0,53392
5,1199488.0,53072
6,1199488.0,53888
7,1199488.0,52720
8,1199488.0,67600
9,1199488.0,61920
10,1199488.0,53744
11,1199488.0,50048
12,1199488.0,45824
13,1199488.0,87344
14,1199488.0,42704
15,1199488.0,59632
0,1199488.0,26048
1,1199488.0,42800
2,1199488.0,35904
3,1199488.0,32832
4,1199488.0,60144
5,1199488.0,30592
6,1199488.0,72128
7,1199488.0,72176
8,1199488.0,64928
9,1199488.0,32112
10,1199488.0,67168
11,1199488.0,50048
12,1199488.0,45472
13,1199488.0,110320
14,1199488.0,63472
15,1199488.0,46704
0,1199488.0,38256
1,1199488.0,35552
