ont_id,cola_tamano_total_bytes
0,12982.0
1,12484.0
2,16826.0
3,25854.0
4,10934.0
5,19566.0
6,19872.0
7,14968.0
8,22774.0
9,9878.0
10,22706.0
11,12708.0
12,17090.0
13,10276.0
14,15120.0
15,16424.0
media,16278.875
