ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0017907561331683057,0.001790740999675956,0.0017907712666606554
1,0,0.001642192257564139,0.001642177065993768,0.00164220744913451
2,0,0.001618664953568152,0.001618649617637304,0.0016186802894990002
3,0,0.0018120047473669252,0.00181198641953469,0.0018120230751991603
4,0,0.0017811225673351793,0.001781105736736515,0.0017811393979338436
5,0,0.0015421467558669251,0.0015421304543782148,0.0015421630573556355
6,0,0.001190013545624161,0.0011900029997080372,0.001190024091540285
7,0,0.0019506552419622436,0.0019506382235191866,0.0019506722604053005
8,0,0.0018519946310068978,0.0018519815829577408,0.0018520076790560548
9,0,0.0017894574918360365,0.0017894407218555725,0.0017894742618165004
10,0,0.001495976504730727,0.0014959627481508021,0.001495990261310652
11,0,0.0018991252847348722,0.0018991054676320547,0.0018991451018376896
12,0,0.0014345501928159103,0.0014345375083078364,0.0014345628773239842
13,0,0.0014628055488810925,0.0014627973811154288,0.0014628137166467561
14,0,0.001603940370298748,0.0016039270127518727,0.0016039537278456232
15,0,0.0014814114837071687,0.0014813966860078196,0.0014814262814065178
