ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.001406074224388454,0.001406071554681364,0.001406076894095544
1,0,0.0013760440434307808,0.0013760412314399366,0.001376046855421625
2,0,0.0014333368828565517,0.00143333386630723,0.0014333398994058734
3,0,0.0014264277442848725,0.0014264244517090082,0.0014264310368607368
4,0,0.0014236480546327924,0.0014236452559547644,0.0014236508533108205
5,0,0.001395450637095166,0.0013954476829392036,0.0013954535912511284
6,0,0.0013831486679650343,0.0013831462529677388,0.0013831510829623297
7,0,0.001421737262555078,0.0014217340200561074,0.0014217405050540484
8,0,0.001410313621997657,0.00141031088115496,0.001410316362840354
9,0,0.0014318434235307553,0.001431840372165602,0.0014318464748959087
10,0,0.0014029182581077567,0.0014029153593146258,0.0014029211569008876
11,0,0.001414983510112219,0.0014149805198287624,0.0014149865003956757
12,0,0.0014110244682069741,0.0014110215679714892,0.001411027368442459
13,0,0.0014043543386153203,0.0014043514632061333,0.0014043572140245073
14,0,0.0014034095985954972,0.0014034067588017233,0.001403412438389271
15,0,0.0014012094802801714,0.001401206482887114,0.0014012124776732286
